Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Antal elever
Valt läsår: 2023/24


Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Antal elever skolår 1;Antal elever skolår 2;Antal elever skolår 3;Andel kvinnor (%);Andel m utl bakgr (%);Andel m högutb föräldrar (%);
Polhemsgymnasiet 4;70484769;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;227;99;66;62;41;13;89;
Praktiska Gymnasiet Gamlestaden;16819383;Göteborg;1480;Enskild;Praktiska Utbildning AB;5564781606;291;156;76;59;10;84;20;
Praktiska Gymnasiet Majorna;88556189;Göteborg;1480;Enskild;Praktiska Sverige AB;5562575786;244;92;77;75;38;48;40;
Realgymnasiet Göteborg;35236491;Göteborg;1480;Enskild;Lärande i Sverige AB;5565715892;327;139;94;94;79;11;70;
Rytmus Göteborg;69739484;Göteborg;1480;Enskild;Rytmus AB;5564648979;296;99;97;100;62;11;79;
Schillerska gymnasiet 1;92887917;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;450;167;127;156;86;14;85;
Schillerska gymnasiet 2;88834120;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;287;165;63;59;59;29;70;
Schillerska gymnasiet 3;36748805;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;384;132;133;119;75;26;81;
Sigrid Rudebecks gymnasium;19207279;Göteborg;1480;Enskild;Aktiebolaget Sigrid Rudebecks Skola;5563571248;482;160;175;147;64;10;93;
Sjölins Gymnasium Göteborg;53640774;Göteborg;1480;Enskild;Sjölins Gymnasium AB;5563758399;487;160;163;164;63;9;79;
SKF Tekniska Gymnasium;58502307;Göteborg;1480;Enskild;SKF Sverige Aktiebolag;5562408301;90;31;31;28;..;27;64;
The International High School of the Gothenburg Region;26627862;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;377;140;132;105;53;75;68;
Thoren Innovation School Göteborg;97177328;Göteborg;1480;Enskild;Thoren Innovation School AB;5568902653;93;8;38;47;12;61;48;
Västsvenska Gymnasiet;34831349;Göteborg;1480;Enskild;Idrottens Skola i Göteborg AB;5562035906;295;127;90;78;46;88;26;
Yrkesgymnasiet Göteborg;63511898;Göteborg;1480;Enskild;Thorengruppen AB;5566139290;343;143;101;99;47;45;38;
Lunden;38081093;Götene;1471;Kommunal;Götene kommun;2120001652;1;.;1;.;..;..;..;
Olinsgymnasiet i Götene;77718188;Götene;1471;Enskild;Olinsgymnasiet i Skara AB;5569998932;156;68;49;39;23;25;37;
Älvstrandsgymnasiet;72127035;Hagfors;1783;Kommunal;Hagfors kommun;2120001884;214;104;62;48;58;25;44;
Älvstrandsgymnasiet2;28310176;Hagfors;1783;Kommunal;Hagfors kommun;2120001884;167;50;48;69;20;20;41;
Alléskolan 1;70969714;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;311;109;115;87;23;17;44;
Alléskolan 2;85003442;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;96;39;31;26;78;63;26;
Alléskolan 3;22752398;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;285;102;90;93;13;18;38;
Alléskolan 4;68734112;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;155;58;48;49;59;26;50;
Alléskolan 5;71922787;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;177;60;65;52;47;43;46;
Alléskolan 6;78730011;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;200;120;57;23;47;60;18;
Alléskolan 7;74148070;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;154;57;48;49;59;30;61;
Gymnasieutbildningen Hallstahammar;25253663;Hallstahammar;1961;Kommunal;Hallstahammars kommun;2120002064;27;12;7;8;63;56;..;
Ridsportsgymnasiet;50696507;Hallstahammar;1961;Enskild;Ridskolan Strömsholm RS AB;5566940408;94;33;32;29;95;12;72;
Amerikanska Gymnasiet Halmstad;43657259;Halmstad;1380;Enskild;Amerikanska Gymnasiet i Sverige AB;5590415591;115;67;48;.;61;50;55;
Aspero Idrottsgymn. Halmstad;92507006;Halmstad;1380;Enskild;Aspero Friskolor AB;5566363973;327;116;103;108;38;9;74;
Drottning Blankas Gymnasieskola Halmstad;44653962;Halmstad;1380;Enskild;DBGY Kronan AB;5565668794;246;80;90;76;89;41;40;
Kattegattgymnasiet 1;20100577;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;396;127;118;151;59;17;75;
Kattegattgymnasiet 2;81993306;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;258;87;80;91;20;27;78;
Kattegattgymnasiet 3;19051089;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;363;166;97;100;55;56;63;
Kattegattgymnasiet 4;29097621;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;47;35;9;3;..;36;26;
Kattegattgymnasiet 5;61195886;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;237;95;75;67;6;24;39;
Kattegattgymnasiet 6;19413066;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;221;76;71;74;5;28;56;
LBS Kreativa Gymnasiet Halmstad;47264019;Halmstad;1380;Enskild;Ljud & Bildskolan LBS AB;5564851649;147;46;45;56;27;27;55;
Praktiska Gymnasiet Halmstad;87764775;Halmstad;1380;Enskild;Praktiska Sverige AB;5562575786;292;123;94;75;46;48;34;
Realgymnasiet Halmstad;71401921;Halmstad;1380;Enskild;Lärande i Sverige AB;5565715892;111;42;31;38;90;..;60;
Sannarpsgymnasiet 1;35670336;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;123;53;45;25;56;32;52;
Sannarpsgymnasiet 2;50198492;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;362;127;96;139;64;29;68;
Sannarpsgymnasiet 3;48438396;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;233;92;80;61;51;36;59;
Sannarpsgymnasiet 4;98052678;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;163;47;59;57;24;..;45;
Sannarpsgymnasiet 5;95993832;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;185;80;49;56;51;57;63;
Sannarpsgymnasiet 6;83361122;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;79;32;19;28;87;43;49;
Sturegymnasiet 1;20099064;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;271;86;92;93;70;16;70;
Sturegymnasiet 2;44341171;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;100;53;31;16;71;41;36;
Sturegymnasiet 4;32671805;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;119;45;39;35;45;8;58;
Sturegymnasiet 5;13993712;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;126;40;40;46;57;30;46;
Berga naturbruksgymnasium;38448056;Haninge;0136;Enskild;Dille Gård AB;5564173853;201;65;65;71;81;5;64;
Fredrika Bremergymnasiet;16313848;Haninge;0136;Kommunal;Haninge kommun;2120000084;2 015;799;667;549;39;34;49;
Riksäpplet;79606767;Haninge;0136;Kommunal;Haninge kommun;2120000084;310;158;119;33;44;69;22;
Tornedalsskolan;11294673;Haparanda;2583;Kommunal;Haparanda kommun;2120002775;243;110;56;77;50;36;35;
Martin Koch-gymnasiet;86327236;Hedemora;2083;Kommunal;Hedemora kommun;2120002254;320;127;112;81;55;28;44;
Campeon Frigymnasium;41745951;Helsingborg;1283;Enskild;Campeon Frigymnasium AB;5566264056;212;70;70;72;73;7;76;
Cultura Gymnasium;83137205;Helsingborg;1283;Enskild;Cultura Utbildning AB;5567127237;176;53;61;62;59;91;50;
Drottning Blankas Gymnasieskola Helsingborg 1;66335258;Helsingborg;1283;Enskild;DBGY Kronan AB;5565668794;356;142;113;101;74;42;47;
Drottning Blankas Gymnasieskola Helsingborg 2;28398531;Helsingborg;1283;Enskild;DBGY Kronan AB;5565668794;292;114;97;81;66;41;52;
Filbornaskolan;54172830;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;597;220;173;204;35;20;67;
G.O. Kompetens Transportgymnasium;86310217;Helsingborg;1283;Enskild;G.O. Kompetens Transportgymnasium AB;5566412549;147;54;53;40;29;13;22;
Helsingborgs Lärlingsgymnasium;77352223;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;345;118;119;108;47;28;44;
Helsingborgs Sportgymnasium;75458014;Helsingborg;1283;Enskild;Helsingborgs Sportgymnasium AB;5591204101;93;28;32;33;27;27;62;
Impius gymnasium;65136104;Helsingborg;1283;Enskild;Impius Utvecklings AB;5565523858;155;60;47;48;36;15;55;
International school of Hbg/Gy;61826221;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;134;40;43;51;56;81;72;
JENSEN Gymnasium Helsingborg;56330385;Helsingborg;1283;Enskild;Jensen Education College AB;5566358759;244;82;78;84;68;61;58;
Johannes Hedberggymnasiet;20228162;Helsingborg;1283;Enskild;Folkuniversitetet Stiftelsen Kurs- Verksamheten vid Lunds Universitet;8450003481;443;158;138;147;67;31;79;
LBS Kreativa Gymnasiet Helsingborg;68240485;Helsingborg;1283;Enskild;Ljud & Bildskolan LBS AB;5564851649;274;94;94;86;35;25;64;
Mega Musik gymnasium;95046058;Helsingborg;1283;Enskild;Mega Musik Gymnasieskola AB;5565956553;138;48;48;42;54;12;71;
Nicolaiskolan;44392995;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;607;269;154;184;67;44;52;
NTI Gymnasiet Helsingborg;79033948;Helsingborg;1283;Enskild;NTI Gymnasiet Ellips AB;5565970471;355;130;124;101;14;45;54;
NTI Vetenskapsgymnasiet Helsingborg;48610406;Helsingborg;1283;Enskild;NTI Gymnasiet Macro AB;5561203679;87;27;31;29;46;89;47;
Olympiaskolan;53462953;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;303;150;78;75;58;59;40;
Praktiska Gymnasiet Helsingborg;69241230;Helsingborg;1283;Enskild;Praktiska Sverige AB;5562575786;244;93;87;64;17;34;36;
ProCivitas Privata Gymnasium Helsingborg;60730660;Helsingborg;1283;Enskild;ProCivitas Privata Gymnasium AB;5566157102;742;251;251;240;65;20;83;
Realgymnasiet Helsingborg;85544331;Helsingborg;1283;Enskild;Lärande i Sverige AB;5565715892;120;33;42;45;78;12;55;
Rid- & Djursjukvårdsgymnasiet, Helsingborg;83085136;Helsingborg;1283;Enskild;Humeq Education AB;5565974671;148;52;47;49;96;11;69;
Rönnowska skolan;80327946;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;814;383;246;185;30;46;32;
Tekniska Gymnasiet Helsingborg;30359269;Helsingborg;1283;Enskild;Thoren Innovation School AB;5568902653;144;34;50;60;31;61;55;
Thoren Business School Helsingborg;82592568;Helsingborg;1283;Enskild;Thorengruppen AB;5566139290;489;166;162;161;53;40;69;
Tycho Braheskolan;78875918;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;545;170;189;186;38;40;72;
Victum Gymnasium;78023197;Helsingborg;1283;Enskild;Victum Gymnasium Aktiebolag;5564889482;234;101;68;65;81;59;31;
Kunskapskällan;86385479;Herrljunga;1466;Kommunal;Herrljunga kommun;2120001520;191;65;66;60;30;21;60;
Individuella programmet;53494028;Hjo;1497;Kommunal;Hjo kommun;2120001728;14;8;5;1;..;..;..;
Björkhagsskolan, gymnasium;40991561;Hofors;2104;Kommunal;Hofors kommun;2120002296;27;18;9;.;59;..;..;
Huddingegymnasiet;49862313;Huddinge;0126;Kommunal;Huddinge kommun;2120000068;627;239;224;164;44;66;53;
NTI Gymnasiet Södertörn;99838438;Huddinge;0126;Enskild;NTI Gymnasiet Ellips AB;5565970471;221;72;63;86;9;56;53;
Sjödalsgymnasiet;42859669;Huddinge;0126;Kommunal;Huddinge kommun;2120000068;407;62;170;175;34;57;42;
Sågbäcksgymnasiet;70923626;Huddinge;0126;Kommunal;Huddinge kommun;2120000068;375;230;75;70;34;57;31;
Widerströmska gymnasiet;55871389;Huddinge;0126;Kommunal;Huddinge kommun;2120000068;392;131;118;143;56;73;49;
Yrkesgymnasiet Huddinge;92905347;Huddinge;0126;Enskild;Thorengruppen AB;5566139290;237;80;78;79;41;48;30;
Östra gymnasiet;99592025;Huddinge;0126;Kommunal;Huddinge kommun;2120000068;855;347;260;248;44;32;72;
Bromangymnasiet 1;34247736;Hudiksvall;2184;Kommunal;Hudiksvalls kommun;2120002379;251;137;72;42;67;28;61;
Bromangymnasiet 2;47550455;Hudiksvall;2184;Kommunal;Hudiksvalls kommun;2120002379;275;127;83;65;38;8;52;
Bromangymnasiet 3 - Anpassad gymnasieskola;30329172;Hudiksvall;2184;Kommunal;Hudiksvalls kommun;2120002379;71;70;1;.;49;25;37;
Bromangymnasiet 4;82423815;Hudiksvall;2184;Kommunal;Hudiksvalls kommun;2120002379;188;41;65;82;14;21;59;
Bromangymnasiet 5;21798613;Hudiksvall;2184;Kommunal;Hudiksvalls kommun;2120002379;195;27;92;76;55;18;60;
Bromangymnasiet 6;72594971;Hudiksvall;2184;Kommunal;Hudiksvalls kommun;2120002379;160;70;39;51;8;..;57;
Bromangymnasiet 7;91306166;Hudiksvall;2184;Kommunal;Hudiksvalls kommun;2120002379;226;80;62;84;64;19;63;
Hudikgymnasiet;76877530;Hudiksvall;2184;Enskild;Hudiksvalls Gymnasieskola AB;5590053723;130;42;41;47;74;19;51;
Hultsfreds gymnasium 1;47046103;Hultsfred;0860;Kommunal;Hultsfreds kommun;2120000712;96;31;32;33;79;58;35;
Hultsfreds gymnasium 2;56664512;Hultsfred;0860;Kommunal;Hultsfreds kommun;2120000712;259;95;94;70;37;33;42;
Hultsfreds gymnasium 3;38167912;Hultsfred;0860;Kommunal;Hultsfreds kommun;2120000712;61;23;12;26;26;57;44;
Hylte gymnasieskola;83501757;Hylte;1315;Kommunal;Hylte kommun;2120001207;52;38;11;3;31;54;23;
OneSchool Global Nyby Campus Gymnasium;43826783;Hylte;1315;Enskild;OneSchool Global Nyby Campus AB;5566657515;23;2;12;9;48;..;43;
Fridegårdsgymnasiet;58125096;Håbo;0305;Kommunal;Håbo kommun;2120000241;421;145;137;139;48;19;59;
Fridegårdsgymnasiet- AST-programmen;82914148;Håbo;0305;Kommunal;Håbo kommun;2120000241;95;38;17;40;49;14;68;
Pihlskolan gymnasium;20620556;Hällefors;1863;Kommunal;Hällefors kommun;2120001942;121;55;43;23;52;46;32;
Härjedalens gymnasium;17173461;Härjedalen;2361;Kommunal;Härjedalens kommun;2120002510;191;68;51;72;47;20;45;
Härnösands gymnasium 1;55535552;Härnösand;2280;Kommunal;Härnösands kommun;2120002403;104;98;3;3;58;56;19;
Härnösands gymnasium 2;19560192;Härnösand;2280;Kommunal;Härnösands kommun;2120002403;282;103;88;91;38;21;47;
Härnösands gymnasium 3;30468157;Härnösand;2280;Kommunal;Härnösands kommun;2120002403;455;158;150;147;54;25;70;
Fridagymnasiet i Mölnlycke;67286143;Härryda;1401;Enskild;Fridaskolorna AB;5564515988;249;87;81;81;37;19;75;
Hulebäcksgymnasiet 1;98053087;Härryda;1401;Kommunal;Härryda kommun;2120001264;387;159;115;113;50;10;79;
Hulebäcksgymnasiet 2;92533079;Härryda;1401;Kommunal;Härryda kommun;2120001264;206;70;67;69;78;13;76;
Hulebäcksgymnasiet 3;61528940;Härryda;1401;Kommunal;Härryda kommun;2120001264;351;124;107;120;47;16;90;
Hulebäcksgymnasiet 4;23681822;Härryda;1401;Kommunal;Härryda kommun;2120001264;128;65;63;.;38;40;34;
Hulebäcksgymnasiet 5;66861851;Härryda;1401;Kommunal;Härryda kommun;2120001264;437;153;138;146;63;11;80;
Hulebäcksgymnasiet 6;72206824;Härryda;1401;Kommunal;Härryda kommun;2120001264;318;109;106;103;11;12;76;
Hässleholms Tekniska Skola;92858957;Hässleholm;1293;Kommunal;Hässleholms kommun;2120000985;765;253;249;263;53;34;62;
Jacobsskolan;46660042;Hässleholm;1293;Kommunal;Hässleholms kommun;2120000985;542;244;187;111;34;36;37;
Norrängsskolan;33678402;Hässleholm;1293;Kommunal;Hässleholms kommun;2120000985;24;4;9;11;..;..;..;
Kullagymnasiet;85272681;Höganäs;1284;Kommunal;Höganäs kommun;2120001165;462;203;142;117;34;24;62;
Högsby Lärcenter;67783774;Högsby;0821;Kommunal;Högsby kommun;2120000688;27;27;.;.;..;63;..;
Hörby Lärcenter, komvux;39015433;Hörby;1266;Kommunal;Hörby kommun;2120001108;28;15;9;4;43;46;..;
Hörby Yrkesgymnasium;38917647;Hörby;1266;Enskild;Hörby Yrkesgymnasium AB;5568212939;105;37;32;36;21;..;31;
Gymnasieutbildningen i Höör;45101776;Höör;1267;Kommunal;Höörs kommun;2120001116;17;11;5;1;..;..;..;
Karolinaskolan;21363125;Höör;1267;Enskild;Föreningen Fogdaröd omsorg, vård & skola upa ek. för.;7420002045;29;10;8;11;..;..;45;
Lapplands Gymnasium Jokkmokk;39555838;Jokkmokk;2510;Kommunal;Lapplands Kommunalförbund;2220000760;71;27;24;20;49;28;56;
Drottning Blankas Gymnasieskola Jakobsberg;85214294;Järfälla;0123;Enskild;Didaktus Skolor AB;5564732856;335;141;107;87;68;82;30;
Järfälla gymnasium;82084961;Järfälla;0123;Kommunal;Järfälla kommun;2120000043;938;447;293;198;38;52;53;
Bäckadalsgymn RO 1;46162400;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;321;122;109;90;22;17;52;
Bäckadalsgymn RO 2;39565412;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;216;171;26;19;44;65;18;
Bäckadalsgymn RO 3;98369689;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;272;81;95;96;21;6;39;
Bäckadalsgymn RO 4;56529916;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;276;109;85;82;29;7;54;
Bäckadalsgymn RO 5;40810950;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;146;61;51;34;69;11;49;
Drottning Blankas Gymnasieskola Jönköping;12279302;Jönköping;0680;Enskild;DBGY Juvelen AB;5565789129;200;68;69;63;94;32;46;
Erik Dahlbergsgymnasiet Ro 1;67279263;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;380;129;124;127;21;24;81;
Erik Dahlbergsgymnasiet RO 2;40037982;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;183;69;49;65;83;45;43;
Erik Dahlbergsgymnasiet RO 3;51210136;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;293;96;87;110;53;45;75;
Erik Dahlbergsgymnasiet RO 4;73829818;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;402;156;122;124;40;19;71;
Erik Dahlbergsgymnasiet RO 5;60881275;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;284;96;95;93;60;45;61;
JENSEN Gymnasium Jönköping;18881773;Jönköping;0680;Enskild;Jensen Education College AB;5566358759;152;58;46;48;65;75;38;
Jönköpings musikgymnasium;50908408;Jönköping;0680;Enskild;Jönköpings Kristna Skolförening;8260017648;45;14;12;19;47;..;62;
LBS Kreativa Gymnasiet Jönköping;18594470;Jönköping;0680;Enskild;Ljud & Bildskolan LBS AB;5564851649;240;92;67;81;25;17;62;
Magelungens Gymnasium Jönköping;69271071;Jönköping;0680;Enskild;Magelungen Utveckling AB;5564891447;65;33;19;13;42;..;69;
Per Brahegymnasiet RO 1;78295411;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;431;129;148;154;77;22;71;
Per Brahegymnasiet RO 2;80686587;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;408;146;146;116;60;37;79;
Per Brahegymnasiet RO 3;72232853;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;277;96;97;84;80;10;78;
Per Brahegymnasiet RO 4;78986011;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;309;95;121;93;60;39;61;
Praktiska Gymnasiet Jönköping;17849518;Jönköping;0680;Enskild;Praktiska Sverige AB;5562575786;181;82;49;50;27;30;35;
Sandagymnasiet RO 1;64205087;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;445;160;160;125;51;18;78;
Sandagymnasiet RO 2;50500028;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;350;121;108;121;52;27;75;
Sandagymnasiet RO 4;94570025;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;80;28;28;24;45;34;54;
Sandagymnasiet RO 5;91984508;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;266;109;88;69;42;24;57;
Tenhults naturbruksgymnasium;78659008;Jönköping;0680;Region;Region Jönköpings Län;2321000057;209;93;57;59;77;..;57;
Thoren Business School Jönköping;66151516;Jönköping;0680;Enskild;Thorengruppen AB;5566139290;60;13;21;26;45;37;52;
Vettergymnasiet Jönköping;12448823;Jönköping;0680;Enskild;Wetterbygdens Gymnasium AB;5567507420;65;34;16;15;26;51;42;
VFG Jönköping;11518576;Jönköping;0680;Enskild;VFG Utbildning AB;5562496629;70;30;32;8;19;..;37;
Furuhedsskolan 1;40667807;Kalix;2514;Kommunal;Kalix kommun;2120002692;224;83;81;60;46;18;52;
Furuhedsskolan 2;18091973;Kalix;2514;Kommunal;Kalix kommun;2120002692;281;97;87;97;39;9;58;
Calmare Internationella Skola;88466776;Kalmar;0880;Enskild;CIS Kalmar AB;5565896213;360;116;118;126;52;27;69;
Dag Hammarskjöld Gymnasiet;36539945;Kalmar;0880;Enskild;Stiftelsen Kalmar Waldorfskola;8324012288;12;4;3;5;..;..;..;
Fria Läroverken i Kalmar;40634612;Kalmar;0880;Enskild;Gymnasieskolor i Syd AB;5569306979;122;35;33;54;39;34;55;
Jenny Nyströmskolan B;54655009;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;649;252;225;172;75;27;54;
Lars Kaggskolan;37917591;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;1 255;447;424;384;32;24;63;
Naturbruksgymnasiet Kalmar 1;88624631;Kalmar;0880;Enskild;Hushållningssällskapet Kalmar-Kronoberg-Blekinge;2620000071;137;57;41;39;75;..;51;
Naturbruksgymnasiet Kalmar 2;35390185;Kalmar;0880;Enskild;Hushållningssällskapet Kalmar-Kronoberg-Blekinge;2620000071;35;12;8;15;..;..;46;
Praktiska Gymnasiet Kalmar;31657916;Kalmar;0880;Enskild;Praktiska Sverige AB;5562575786;219;104;73;42;41;42;26;
Stagneliusskolan;23058925;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;1 303;458;458;387;53;20;67;
SYAB Transportgymnasium;46241804;Kalmar;0880;Enskild;SYAB Transportgymnasium AB;5567290035;117;38;41;38;34;..;44;
Vuxenutbildningen i Karlsborg och Karlsborgs gymnasieskola;55870331;Karlsborg;1446;Kommunal;Karlsborgs kommun;2120001629;10;5;2;3;..;..;..;
Fria Läroverken i Karlshamn;42573391;Karlshamn;1082;Enskild;Gymnasieskolor i Syd AB;5569306979;122;43;41;38;64;24;47;
Vägga gymnasieskola 1b;21673083;Karlshamn;1082;Kommunal;Karlshamns kommun;2120000845;64;29;23;12;22;41;31;
Vägga gymnasieskola 2;64574972;Karlshamn;1082;Kommunal;Karlshamns kommun;2120000845;292;107;92;93;83;22;53;
Vägga gymnasieskola 3;19741742;Karlshamn;1082;Kommunal;Karlshamns kommun;2120000845;362;119;124;119;42;21;60;
Vägga gymnasieskola 4;29032715;Karlshamn;1082;Kommunal;Karlshamns kommun;2120000845;349;118;112;119;34;31;60;
Karlskoga Idrottsgymnasium;45830583;Karlskoga;1883;Enskild;Karlskoga Idrottsgymnasium AB;5567823611;67;25;16;26;57;16;55;
Möckelngymnasiet;70669322;Karlskoga;1883;Kommunal;Karlskoga kommun;2120001991;881;306;299;276;43;28;49;
af Chapmangymnasiet;30530571;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;786;266;259;261;59;16;72;
Aspero Idrottsgymn. Karlskrona;78839208;Karlskrona;1080;Enskild;Aspero Friskolor AB;5566363973;252;85;84;83;38;6;87;
Ehrensvärdska gymnasiet;96024712;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;654;236;197;221;56;30;75;
Fischerströmska gymnasiet;36845597;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;147;111;25;11;46;49;32;
Törnströmska gymnasiet;85800840;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;638;220;219;199;29;13;58;
Drottning Blankas Gymnasieskola Karlstad;93947551;Karlstad;1780;Enskild;DBGY Juvelen AB;5565789129;51;51;.;.;90;20;51;
Fria Läroverken Karlstad;27115998;Karlstad;1780;Enskild;Fria Läroverken i Sverige AB;5569172041;591;200;202;189;41;14;70;
Karlstads Globala Gymnasium;54399371;Karlstad;1780;Enskild;Global bildning AB;5592340144;404;142;137;125;57;33;68;
KLARA Teoretiska Gymnasium Karlstad;79516949;Karlstad;1780;Enskild;KLARA Gymnasium Kunskap AB;5566303938;58;.;32;26;45;40;59;
Lillerudsgymnasiet;65662401;Karlstad;1780;Enskild;Lillerudsgymnasiet AB;5566243548;270;103;80;87;80;6;62;
Nobelgymnasiet 1;55654062;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;262;98;81;83;25;7;47;
Nobelgymnasiet 2;82378820;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;270;107;91;72;50;29;48;
Nobelgymnasiet 3;79909954;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;240;97;76;67;23;20;42;
Nobelgymnasiet 4;83612768;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;145;72;39;34;64;13;51;
NTI Gymnasiet Karlstad;41867682;Karlstad;1780;Enskild;NTI Gymnasiet Ellips AB;5565970471;203;62;70;71;11;17;58;
Praktiska Gymnasiet Karlstad;38645259;Karlstad;1780;Enskild;Praktiska Sverige AB;5562575786;340;140;108;92;34;28;38;
Realgymnasiet Karlstad;59571562;Karlstad;1780;Enskild;Lärande i Sverige AB;5565715892;101;47;24;30;91;..;50;
Sundsta-Älvkullegymnasiet 1;99147574;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;413;159;130;124;60;34;84;
Sundsta-Älvkullegymnasiet 2;42168219;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;499;169;163;167;23;15;83;
Sundsta-Älvkullegymnasiet 4;89630390;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;512;167;168;177;72;12;82;
Sundsta-Älvkullegymnasiet 5;65637648;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;361;124;121;116;72;10;77;
Sundsta-Älvkullegymnasiet 6;62272121;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;105;35;32;38;68;26;67;
Thoren Business School Karlstad;87207941;Karlstad;1780;Enskild;Thorengruppen AB;5566139290;205;64;67;74;44;45;48;
Tingvallagymnasiet 1;73235474;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;507;189;171;147;51;23;65;
Tingvallagymnasiet 2;56249605;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;258;81;88;89;76;30;45;
Duveholmsgymnasiet 1;23836342;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;232;69;80;83;74;35;60;
Duveholmsgymnasiet 4;79471219;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;168;119;45;4;43;67;20;
Katrineholms Tekniska College 1;63791419;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;249;90;74;85;53;39;42;
Katrineholms Tekniska College 2;39805497;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;282;104;84;94;11;27;51;
Lindengymnasiet;38400227;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;386;130;124;132;51;40;41;
IM;58943570;Kil;1715;Kommunal;Kils kommun;2120001751;12;11;1;.;..;..;..;
