Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Antal elever
Valt läsår: 2023/24


Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Antal elever skolår 1;Antal elever skolår 2;Antal elever skolår 3;Andel kvinnor (%);Andel m utl bakgr (%);Andel m högutb föräldrar (%);
Malung-Sälens gymnasieskola;68381790;Malung-Sälen;2023;Kommunal;Malung-Sälens kommun;2120002148;349;107;123;119;35;15;55;
Malå gymnasieskola;73138140;Malå;2418;Kommunal;Malå kommun;2120002866;7;3;.;4;..;..;..;
Vadsbogymnasiet enhet 1;14384562;Mariestad;1493;Kommunal;Mariestads kommun;2120001686;284;92;96;96;41;16;59;
Vadsbogymnasiet enhet 2;14414747;Mariestad;1493;Kommunal;Mariestads kommun;2120001686;189;60;59;70;33;16;58;
Vadsbogymnasiet enhet 3;14550581;Mariestad;1493;Kommunal;Mariestads kommun;2120001686;187;99;57;31;52;39;51;
Vänergymnasiet;76007769;Mariestad;1493;Enskild;Vänergymnasiet AB;5566269014;140;53;50;37;38;..;34;
Marks Gymnasieskola, enhet A;60294546;Mark;1463;Kommunal;Marks kommun;2120001504;176;65;61;50;43;26;60;
Marks Gymnasieskola, enhet B;60183866;Mark;1463;Kommunal;Marks kommun;2120001504;284;110;97;77;60;34;43;
Marks Gymnasieskola, enhet C;60155358;Mark;1463;Kommunal;Marks kommun;2120001504;231;95;69;67;53;18;62;
Marks Gymnasieskola, enhet D;60878131;Mark;1463;Kommunal;Marks kommun;2120001504;281;98;95;88;27;9;53;
Strömma Naturbrukscentrum;93486713;Mark;1463;Enskild;Strömma Naturbrukscentrum AB;5590488465;186;64;67;55;73;..;50;
Gymnasieskolan;58187973;Markaryd;0767;Kommunal;Markaryds kommun;2120000654;299;120;89;90;47;35;41;
Dahlstiernska gymnasiet;88894245;Mellerud;1461;Kommunal;Melleruds kommun;2120001488;92;39;29;24;45;43;20;
Dackeskolan MG3;80376589;Mjölby;0586;Kommunal;Mjölby kommun;2120000480;101;35;37;29;18;10;50;
Dackeskolan MG4;67752682;Mjölby;0586;Kommunal;Mjölby kommun;2120000480;138;48;42;48;17;13;39;
Kungshögaskolan MG1;31870541;Mjölby;0586;Kommunal;Mjölby kommun;2120000480;183;92;56;35;55;36;44;
Kungshögaskolan MG2;71160225;Mjölby;0586;Kommunal;Mjölby kommun;2120000480;249;84;86;79;47;24;50;
Mora gymnasium;15056010;Mora;2062;Kommunal;Mora kommun;2120002213;1 022;378;332;312;47;16;56;
Carlsund utbildningscentrum 1;36670439;Motala;0583;Kommunal;Motala kommun;2120002817;175;69;67;39;35;15;39;
Carlsund utbildningscentrum 2;22220001;Motala;0583;Kommunal;Motala kommun;2120002817;195;82;71;42;37;19;44;
Carlsund utbildningscentrum 3;72351233;Motala;0583;Kommunal;Motala kommun;2120002817;182;83;68;31;39;42;25;
Platengymnasiet 1;31822012;Motala;0583;Kommunal;Motala kommun;2120002817;348;119;110;119;58;30;61;
Platengymnasiet 2;83161201;Motala;0583;Kommunal;Motala kommun;2120002817;254;73;73;108;41;27;77;
Platengymnasiet 4;94843889;Motala;0583;Kommunal;Motala kommun;2120002817;53;15;16;22;85;40;40;
Dinglegymnasiet;97090958;Munkedal;1430;Enskild;Naturbruk Väst AB;5590475611;83;30;26;27;80;..;61;
Kunskapens hus, IM;58583587;Munkedal;1430;Kommunal;Munkedals kommun;2120001330;39;20;16;3;41;46;..;
Lärlingsgymnasiet i Munkedal;15100079;Munkedal;1430;Enskild;Lärlingsgymnasiet i Sverige AB;5567628176;111;30;35;46;22;10;24;
Processtekniska Gymnasiet;55421481;Munkedal;1430;Kommunal;Munkedals kommun;2120001330;30;17;8;5;..;..;43;
Franklins gymnasium;76562396;Mölndal;1481;Kommunal;Mölndals kommun;2120001363;262;92;87;83;44;23;85;
Krokslättsgymnasiet Skolenhet 1;76470241;Mölndal;1481;Kommunal;Mölndals kommun;2120001363;195;113;48;34;46;46;43;
Krokslättsgymnasiet Skolenhet 2;99356671;Mölndal;1481;Kommunal;Mölndals kommun;2120001363;213;139;34;40;69;37;46;
Mönsteråsgymnasiet;16702464;Mönsterås;0861;Kommunal;Mönsterås kommun;2120000720;89;22;30;37;37;48;49;
Mönsteråsgymnasiet IM;43762671;Mönsterås;0861;Kommunal;Mönsterås kommun;2120000720;30;13;14;3;53;43;..;
Designgymnasiet Sickla;14355031;Nacka;0182;Enskild;Designgymnasiet i Sverige AB;5569320681;311;106;100;105;74;16;73;
Drottning Blankas Gymnasieskola Nacka;68602647;Nacka;0182;Enskild;DBGY Kronan AB;5565668794;544;213;189;142;60;19;56;
Ebba Brahe Gymnasium;16755988;Nacka;0182;Enskild;Ebba Braheskolan AB;5590468624;271;115;84;72;42;12;75;
JENSEN Gymnasium Nacka Strand;42053960;Nacka;0182;Enskild;Jensen Education College AB;5566358759;162;100;62;.;48;30;70;
Magelungens Gymnasium Danvikstull;71353314;Nacka;0182;Enskild;Magelungen Utveckling AB;5564891447;101;45;35;21;73;17;61;
Nacka Enskilda Gymnasium;62855448;Nacka;0182;Enskild;Nacka Enskilda Gymnasium AB;5567841977;154;58;55;41;22;16;61;
Nacka Gymnasium;92506886;Nacka;0182;Kommunal;Nacka kommun;2120000167;2 213;785;742;686;35;14;81;
Nacka Idrottsgymnasium;35265260;Nacka;0182;Enskild;Idrottsgymnasiet i Nacka AB;5592790397;209;122;69;18;19;19;74;
Nacka Strands Gymnasium;29449669;Nacka;0182;Enskild;Nacka Strands Gymnasium AB;5566765995;362;156;124;82;36;20;68;
NTI Gymnasiet Nacka Strand;31071774;Nacka;0182;Enskild;NTI Gymnasiet Macro AB;5561203679;253;56;82;115;..;24;74;
Praktiska Gymnasiet Nacka;72891848;Nacka;0182;Enskild;Praktiska Sverige AB;5562575786;441;174;155;112;34;35;37;
Rytmus Stockholm;46611859;Nacka;0182;Enskild;Rytmus AB;5564648979;656;202;227;227;49;13;80;
Sjölins Gymnasium Nacka;58907711;Nacka;0182;Enskild;Sjölins Gymnasium AB;5563758399;474;160;155;159;54;10;80;
YBC, Young Business Creatives;68285560;Nacka;0182;Kommunal;Nacka kommun;2120000167;721;330;198;193;52;12;81;
IM-programmet i Nora;71728074;Nora;1884;Kommunal;Nora kommun;2120002007;25;7;11;7;64;..;..;
Gymnasieutbildn. i Nordanstig RO9;16374064;Nordanstig;2132;Kommunal;Hälsinglands Utbildningsförbund;2220003111;25;19;1;5;40;40;..;
Bråvallagymnasiet 1;83805032;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;234;96;76;62;21;12;42;
Bråvallagymnasiet 2;48862305;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;178;64;68;46;19;12;36;
Bråvallagymnasiet 3;32887559;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;164;48;61;55;10;26;46;
Bråvallagymnasiet 4;85586216;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;46;25;13;8;22;26;..;
De Geergymnasiet 1;58544422;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;335;126;109;100;61;37;55;
De Geergymnasiet 3;65150019;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;307;105;103;99;70;9;79;
De Geergymnasiet 6;22426680;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;59;23;18;18;81;24;86;
Drottning Blankas Gymnasieskola Norrköping;28023078;Norrköping;0581;Enskild;DBGY Juvelen AB;5565789129;226;88;63;75;85;44;42;
Ebersteinska gymnasiet  4;53832505;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;256;95;82;79;27;61;60;
Ebersteinska gymnasiet 5;71541108;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;159;63;51;45;72;66;41;
Ebersteinska gymnasiet 6;62956050;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;130;69;36;25;34;63;42;
Ebersteinska gymnasiet 7;88412374;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;73;26;27;20;45;30;38;
Film & Musikgymnasiet;47537928;Norrköping;0581;Enskild;Studiefrämjandet Östergötland;8220038460;120;30;40;50;55;10;59;
Fria Läroverken Norrköping;69471748;Norrköping;0581;Enskild;Fria Läroverken i Sverige AB;5569172041;324;93;117;114;56;58;40;
Hagagymnasiet skolenhet Blå;49750031;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;345;128;126;91;68;28;77;
Hagagymnasiet skolenhet grön;76485705;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;184;65;53;66;60;52;68;
Hagagymnasiet skolenhet gul;31771188;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;56;25;16;15;55;..;45;
Hagagymnasiet skolenhet röd;93239262;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;165;61;48;56;60;32;48;
Himmelstalunds utbildningscentrum;25745773;Norrköping;0581;Region;Region Östergötland;2321000040;228;89;71;68;79;6;60;
JENSEN Gymnasium Norrköping;97378761;Norrköping;0581;Enskild;Jensen Education College AB;5566358759;180;62;56;62;62;58;52;
Kungsgårdsgymnasiet 1;99976753;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;306;125;93;88;52;33;62;
Kungsgårdsgymnasiet 2;58037626;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;132;74;45;13;39;82;13;
Kungsgårdsgymnasiet 3;14278480;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;159;61;52;46;81;9;53;
Kunskapsgymnasiet Norrköping;75575321;Norrköping;0581;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;609;206;205;198;59;21;75;
Norrköpings Lärlingsgymnasium 1;17204216;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;175;49;55;71;57;29;31;
Praktiska Gymnasiet Norrköping;62458752;Norrköping;0581;Enskild;Praktiska Sverige AB;5562575786;354;128;118;108;24;42;32;
Realgymnasiet Norrköping;43284031;Norrköping;0581;Enskild;Lärande i Sverige AB;5565715892;292;98;87;107;26;22;61;
Second chance School 1;96786102;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;56;32;18;6;41;21;27;
Yrkesgymnasiet Norrköping;67842103;Norrköping;0581;Enskild;Thorengruppen AB;5566139290;120;59;37;24;36;24;37;
Carl Wahren Gymnasium;13963517;Norrtälje;0188;Enskild;Roslagen Education AB;5568027378;85;28;30;27;44;42;15;
Ekebyholmsskolan, gy;24194577;Norrtälje;0188;Enskild;Ekebyholmsskolan Aktiebolag;5562512425;18;.;7;11;..;..;56;
Rodengymnasiet;42258644;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;1 176;472;380;324;45;22;50;
Skärgårdsgymnasiet Norrtälje;26267406;Norrtälje;0188;Enskild;Norrtelje teknikgymnasium AB;5567916761;280;107;97;76;46;10;42;
Åkrahällskolan Akra01;35035671;Nybro;0881;Kommunal;Nybro kommun;2120000753;93;47;19;27;40;13;49;
Åkrahällskolan Akra02;12130801;Nybro;0881;Kommunal;Nybro kommun;2120000753;194;93;54;47;53;27;50;
Åkrahällskolan Akra03;51736304;Nybro;0881;Kommunal;Nybro kommun;2120000753;127;45;45;37;20;31;52;
Praktiska Gymnasiet Nykvarn;53180719;Nykvarn;0140;Enskild;Praktiska Sverige AB;5562575786;252;89;83;80;35;56;30;
Elteknikbranschens gymnasium;27489137;Nyköping;0480;Enskild;Elteknikbranschens Gymnasium i Nyköping AB;5567106637;87;29;28;30;..;..;64;
LBS Kreativa Gymnasiet Nyköping;44285075;Nyköping;0480;Enskild;Ljud & Bildskolan LBS AB;5564851649;194;76;60;58;40;20;65;
Nyköping Strand Utbildn.center;60424371;Nyköping;0480;Enskild;Nyköping Strand Utbildningscentrum AB;5564710795;143;58;54;31;57;14;48;
Nyköpings Enskilda Gymnasium;95785055;Nyköping;0480;Enskild;Erastos AB;5564418449;515;176;174;165;62;16;77;
Nyköpings gymnasium Gripen;68655578;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;1 209;519;355;335;49;35;49;
Nyköpings gymnasium Nico;68741484;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;262;2;123;137;51;38;47;
Nyköpings gymnasium Skavsta;17062663;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;213;82;59;72;15;14;46;
Praktiska Gymnasiet Nyköping;15609112;Nyköping;0480;Enskild;Praktiska Lärande AB;5565304481;225;93;81;51;25;40;31;
Realgymnasiet Nyköping;56267421;Nyköping;0480;Enskild;Lärande i Sverige AB;5565715892;78;32;26;20;85;..;55;
Öknaskolan;34990065;Nyköping;0480;Region;Region Sörmland;2321000032;233;95;77;61;54;..;55;
Nynäshamns gymnasium;37054246;Nynäshamn;0192;Kommunal;Nynäshamns kommun;2120000233;304;138;88;78;33;34;43;
Brinellgymnasiet 1;48738629;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;97;46;42;9;38;62;30;
Brinellgymnasiet 2;56739540;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;439;160;133;146;30;31;55;
Brinellgymnasiet 3;37220633;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;520;191;165;164;63;40;45;
Klaragymnasiet med internat;15763669;Olofström;1060;Kommunal;Kommunsamverkan Cura Individutveckling;2220000711;55;14;14;27;47;..;44;
Nordenbergsskolan 1;59655752;Olofström;1060;Kommunal;Olofströms kommun;2120000811;286;98;92;96;22;31;48;
Nordenbergsskolan 2;88750078;Olofström;1060;Kommunal;Olofströms kommun;2120000811;202;83;48;71;65;26;45;
Gymnasiet;41878314;Orust;1421;Kommunal;Orust kommun;2120001314;12;11;1;.;..;..;..;
Ekbackeskolan Ro1;41555549;Osby;1273;Kommunal;Osby kommun;2120000902;199;75;64;60;57;21;41;
Ekbackeskolan Ro2;98876996;Osby;1273;Kommunal;Osby kommun;2120000902;164;62;47;55;42;55;42;
Yrkesskolan, introduktionsprogrammet;19878579;Osby;1273;Kommunal;Osby kommun;2120000902;21;7;9;5;48;..;..;
Etec Teknikutbildning AB;22383788;Oskarshamn;0882;Enskild;Etec Teknikutbildning AB;5562216027;80;28;27;25;..;..;70;
Oscarsgymnasiet A;85459854;Oskarshamn;0882;Kommunal;Oskarshamns kommun;2120000761;256;89;88;79;60;33;55;
Oscarsgymnasiet B;81876614;Oskarshamn;0882;Kommunal;Oskarshamns kommun;2120000761;289;107;91;91;30;31;53;
Oscarsgymnasiet C;44963095;Oskarshamn;0882;Kommunal;Oskarshamns kommun;2120000761;186;61;62;63;52;13;47;
Oscarsgymnasiet D;18711877;Oskarshamn;0882;Kommunal;Oskarshamns kommun;2120000761;213;72;83;58;69;24;47;
Oscarsgymnasiet E;67167389;Oskarshamn;0882;Kommunal;Oskarshamns kommun;2120000761;58;42;13;3;40;55;26;
Voxnadalens gymnasium;67071618;Ovanåker;2121;Kommunal;Ovanåkers kommun;2120002304;300;103;101;96;41;22;45;
Lapplands Gymnasium Pajala;75324351;Pajala;2521;Kommunal;Lapplands Kommunalförbund;2220000760;127;38;40;49;46;20;43;
Partille Gymnasium;61229217;Partille;1402;Kommunal;Partille kommun;2120001272;458;196;126;136;33;35;50;
Perstorp Tekniska Gymnasium;58929357;Perstorp;1275;Enskild;Perstorp Aktiebolag;5560246513;79;25;31;23;14;24;65;
Grans naturbruksgymnasium;42517257;Piteå;2581;Kommunal;Piteå kommun;2120002759;148;53;49;46;77;..;51;
Strömbacka Hugin;59575030;Piteå;2581;Kommunal;Piteå kommun;2120002759;292;84;112;96;43;10;71;
Strömbacka Magne;93503103;Piteå;2581;Kommunal;Piteå kommun;2120002759;168;59;52;57;20;9;48;
Strömbacka Mimer;18617410;Piteå;2581;Kommunal;Piteå kommun;2120002759;279;113;97;69;69;23;54;
Strömbacka Mjölner;41697930;Piteå;2581;Kommunal;Piteå kommun;2120002759;285;97;101;87;15;8;53;
Strömbacka Munin;28025244;Piteå;2581;Kommunal;Piteå kommun;2120002759;314;101;110;103;60;10;67;
Jämtlands Gymn, Bispgården;17184072;Ragunda;2303;Kommunal;Jämtlands Gymnasieförbund;2220001636;68;24;24;20;35;19;26;
Blekinge Naturbruksgymnasium;86896907;Ronneby;1081;Kommunal;Ronneby kommun;2120000837;106;39;34;33;51;..;55;
Gymnasieskolan Knut Hahn 1;40338843;Ronneby;1081;Kommunal;Ronneby kommun;2120000837;395;147;145;103;67;29;56;
Gymnasieskolan Knut Hahn 2;77440824;Ronneby;1081;Kommunal;Ronneby kommun;2120000837;287;99;95;93;28;30;59;
Gymnasieskolan Knut Hahn 3;13883567;Ronneby;1081;Kommunal;Ronneby kommun;2120000837;148;72;59;17;39;54;24;
Gymnasieskolan Knut Hahn 4;71069359;Ronneby;1081;Kommunal;Ronneby kommun;2120000837;61;20;20;21;18;..;74;
Stiernhööksgymnasiet;14292382;Rättvik;2031;Kommunal;Rättviks kommun;2120002171;458;157;177;124;55;7;57;
Kungsängsgymnasiet;87859089;Sala;1981;Kommunal;Sala kommun;2120002098;434;162;147;125;42;34;47;
Ösbygymnasiet;54764253;Sala;1981;Kommunal;Sala kommun;2120002098;250;93;81;76;45;..;53;
Rönninge gymnasium;98908403;Salem;0128;Kommunal;Salems kommun;2120002874;333;142;92;99;58;73;46;
Bessemerskolan;16493131;Sandviken;2181;Kommunal;Sandvikens kommun;2120002346;803;269;254;280;47;21;50;
Bessemerskolan_IM;33528519;Sandviken;2181;Kommunal;Sandvikens kommun;2120002346;146;85;47;14;43;49;23;
Göranssonska skolan;41119610;Sandviken;2181;Enskild;Sandvik Utbildningsaktiebolag;5563048791;198;66;66;66;27;14;76;
Arlandagymnasiet 1;83272868;Sigtuna;0191;Kommunal;Sigtuna kommun;2120000225;607;216;188;203;45;45;53;
Arlandagymnasiet 2;66912789;Sigtuna;0191;Kommunal;Sigtuna kommun;2120000225;149;84;49;16;45;81;17;
Arlandagymnasiet 3;48304166;Sigtuna;0191;Kommunal;Sigtuna kommun;2120000225;362;153;100;109;29;54;41;
Bergstrands Gymnasium Sigtuna;11674477;Sigtuna;0191;Enskild;Bergstrands Gymnasium AB;5566753736;33;23;10;.;..;..;..;
JENSEN Gymnasium Wenngarn;65615078;Sigtuna;0191;Enskild;Jensen Education College AB;5566358759;62;30;32;.;95;..;50;
Praktiska Gymnasiet Märsta;24982097;Sigtuna;0191;Enskild;Praktiska Sverige AB;5562575786;134;58;47;29;33;47;33;
Sigtunaskolan hum. läroverket, gy;45552626;Sigtuna;0191;Enskild;Sigtuna Skolstiftelse;8148002879;294;107;87;100;49;18;76;
Sigtunaskolan hum. läroverket, int gy;50906954;Sigtuna;0191;Enskild;Sigtuna Skolstiftelse;8148002879;152;42;53;57;55;67;47;
Nova gymnasium;16748680;Simrishamn;1291;Kommunal;Simrishamns kommun;2120000969;253;95;62;96;51;38;50;
Malenagymnasiet;27964873;Sjöbo;1265;Kommunal;Sjöbo kommun;2120001090;189;73;62;54;35;9;34;
Katedralskolan Skara Enhet 1;65674821;Skara;1495;Kommunal;Skara kommun;2120001702;199;96;58;45;50;45;42;
Katedralskolan Skara Enhet 2;30706655;Skara;1495;Kommunal;Skara kommun;2120001702;236;80;82;74;46;22;49;
Katedralskolan Skara Enhet 3;92332557;Skara;1495;Kommunal;Skara kommun;2120001702;153;61;54;38;63;50;50;
Naturbruksskolan Uddetorp;46332927;Skara;1495;Region;Västra Götalandsregionen;2321000131;185;60;64;61;34;..;45;
Olinsgymnasiet i Skara;16555851;Skara;1495;Enskild;Olinsgymnasiet i Skara AB;5569998932;118;34;47;37;69;13;59;
Anderstorpsgymnasiet 1;78821574;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;78;25;25;28;21;..;67;
Anderstorpsgymnasiet 2;70408763;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;217;82;85;50;78;..;72;
Anderstorpsgymnasiet 4;42440084;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;384;138;119;127;60;10;68;
Anderstorpsgymnasiet 5;70815774;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;125;44;45;36;8;..;57;
Anderstorpsgymnasiet Hammarängen;24653673;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;49;16;16;17;..;..;59;
Anderstorpsgymnasiet Hammarängen 2;20942261;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;59;19;20;20;53;..;53;
Baldergymnasiet 1;58200871;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;285;93;93;99;42;13;75;
Baldergymnasiet 3;90505849;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;121;116;4;1;55;76;18;
Baldergymnasiet 4;83880861;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;229;65;83;81;17;15;71;
Baldergymnasiet 5;71099568;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;65;20;23;22;86;35;42;
Baldergymnasiet 6;51145165;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;143;48;49;46;66;12;61;
Guldstadsgymnasiet i Skellefteå;90990441;Skellefteå;2482;Enskild;Honesta Skolutveckling AB;5569173635;176;63;64;49;39;24;55;
Kanalskolan;85015577;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;390;131;134;125;53;14;71;
Kanalskolan 2;37939805;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;25;25;.;.;40;..;44;
Naturbruksgymnasiet i Burträsk;86319615;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;82;29;28;25;38;..;46;
Praktiska Gymnasiet Skellefteå;87303004;Skellefteå;2482;Enskild;Praktiska Sverige AB;5562575786;150;72;31;47;39;31;29;
Yrkesgymnasiet Skellefteå;97835550;Skellefteå;2482;Enskild;Thorengruppen AB;5566139290;115;37;33;45;23;22;33;
Nils Holgerssongy i Skurup;22446331;Skurup;1264;Kommunal;Skurups kommun;2120001082;246;86;87;73;31;4;39;
Drottning Blankas Gymnasieskola Skövde;26508763;Skövde;1496;Enskild;DBGY Juvelen AB;5565789129;415;134;152;129;77;36;43;
Kavelbro 1;42287353;Skövde;1496;Kommunal;Skövde kommun;2120001710;295;110;90;95;51;7;46;
Kavelbro 2;43998440;Skövde;1496;Kommunal;Skövde kommun;2120001710;139;70;46;23;41;45;24;
Kavelbro 3;42911621;Skövde;1496;Kommunal;Skövde kommun;2120001710;325;114;118;93;14;10;52;
Lichron Teknikgymnasium Skövde;75027822;Skövde;1496;Enskild;Lichron Teknik AB;5567560635;104;35;36;33;..;17;51;
NTI Gymnasiet Skövde;26671095;Skövde;1496;Enskild;NTI Gymnasiet Ellips AB;5565970471;195;53;77;65;18;37;53;
Olinsgymnasiet Sparresäter;89287364;Skövde;1496;Enskild;Olinsgymnasiet i Skara AB;5569998932;14;14;.;.;..;..;..;
Praktiska Gymnasiet Skövde;14504503;Skövde;1496;Enskild;Praktiska Sverige AB;5562575786;218;91;78;49;42;36;30;
Realgymnasiet i Skövde;76361202;Skövde;1496;Enskild;Lärande i Sverige AB;5565715892;33;33;.;.;94;..;48;
Volvogymnasiet Skövde;21850904;Skövde;1496;Enskild;Volvo Industrial Academy AB;5592205149;141;47;48;46;20;13;81;
Västerhöjd 1;77544055;Skövde;1496;Kommunal;Skövde kommun;2120001710;377;125;126;126;57;21;64;
Västerhöjd 2;30279258;Skövde;1496;Kommunal;Skövde kommun;2120001710;464;155;157;152;72;20;68;
Västerhöjd 3;65320354;Skövde;1496;Kommunal;Skövde kommun;2120001710;503;147;173;183;54;33;67;
VBU Smeden;12496135;Smedjebacken;2061;Kommunal;Västerbergslagens Utbildningsförbund,Vbu;2220000802;74;27;27;20;77;34;31;
VBU Stegelbacken;29220606;Smedjebacken;2061;Kommunal;Västerbergslagens Utbildningsförbund,Vbu;2220000802;81;45;25;11;65;52;26;
Sollefteå gymnasium;76903284;Sollefteå;2283;Kommunal;Sollefteå kommun;2120002437;605;221;207;177;49;20;54;
Häggviks Gymnasium;43623146;Sollentuna;0163;Enskild;Utvecklingspedagogik Sverige Aktiebolag;5564715729;31;14;9;8;58;..;61;
KLARA Teoretiska Gymnasium Sollentuna;49141105;Sollentuna;0163;Enskild;KLARA Gymnasium Lärande AB;5565583282;206;61;85;60;62;82;45;
NTI Gymnasiet Sollentuna;15870428;Sollentuna;0163;Enskild;NTI Gymnasiet Macro AB;5561203679;159;43;58;58;..;62;49;
Rudbeck AST-enheten;53709553;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;40;15;13;12;45;..;88;
Rudbeck Ekonomiprogrammet;26646080;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;608;204;219;185;40;23;80;
Rudbeck El- och Teknikprogrammet;26750052;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;437;125;158;154;12;21;81;
Rudbeck Humanistiska och Estetiska programmet;26996566;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;127;47;38;42;67;24;76;
Rudbeck Introduktionsprogrammet och Löpargymnasiet;15832056;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;210;86;66;58;45;50;51;
Rudbeck Naturvetenskapsprogrammet;27704246;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;409;128;141;140;52;31;89;
Rudbeck Samhällsvetenskapsprogrammet;57246966;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;479;156;174;149;63;24;74;
Svea Gymnasium Sollentuna;66838190;Sollentuna;0163;Enskild;Svea Education AB;5591198220;87;87;.;.;39;76;36;
Vård- och omsorgsgymnasiet Sollentuna AB;68649663;Sollentuna;0163;Enskild;Vård och omsorgsgymnasiet i Sollentuna AB;5592575061;168;54;62;52;92;77;25;
Yrkesgymnasiet Sollentuna;81997762;Sollentuna;0163;Enskild;Thorengruppen AB;5566139290;228;84;83;61;46;51;37;
Ingridskolan, gymnasiet;28967085;Solna;0184;Enskild;Ingridskolan AB;5566222013;53;15;21;17;60;..;83;
Johan Movingers Gymnasium;69747871;Solna;0184;Enskild;Johan Movingers Gymnasium;8024142781;69;28;20;21;54;75;46;
LBS Kreativa Gymnasiet Stockholm Norra;18106851;Solna;0184;Enskild;Ljud & Bildskolan LBS AB;5564851649;318;92;110;116;22;31;69;
NTI Vetenskapsgymnasiet Solna;71164175;Solna;0184;Enskild;NTI Gymnasiet Macro AB;5561203679;78;.;37;41;23;71;59;
Peabskolan Solna;70119254;Solna;0184;Enskild;Peabskolan AB;5564427432;84;24;40;20;12;35;25;
ProCivitas Privata Gymnasium Karlberg;29733255;Solna;0184;Enskild;ProCivitas Privata Gymnasium AB;5566157102;391;169;132;90;63;28;73;
Psykologigymnasiet;31151740;Solna;0184;Enskild;Psykologigymnasiet Sverige AB;5567295885;165;60;55;50;76;44;53;
Solna Gymnasium;79346084;Solna;0184;Kommunal;Solna kommun;2120000183;729;290;215;224;40;38;63;
Tekniska Gymnasiet Solna;63837179;Solna;0184;Enskild;Thoren Innovation School AB;5568902653;157;35;60;62;32;85;51;
Yrkesgymnasiet Solna;63437833;Solna;0184;Enskild;Thorengruppen AB;5566139290;263;100;89;74;49;63;33;
Sotenäs Gymnasieskola;19456482;Sotenäs;1427;Kommunal;Sotenäs kommun;2120001322;16;9;6;1;..;..;..;
Hvilangymnasiet;34222422;Staffanstorp;1230;Enskild;Hvilan Utbildning AB;5566066980;50;19;14;17;58;..;56;
Kometskolan Introduktionsprogram;31688123;Staffanstorp;1230;Kommunal;Staffanstorps kommun;2120001017;23;22;1;.;61;61;..;
Nösnäsgymnasiet 1;42060237;Stenungsund;1415;Kommunal;Stenungsunds kommun;2120001298;232;83;78;71;15;7;56;
Nösnäsgymnasiet 2;89816391;Stenungsund;1415;Kommunal;Stenungsunds kommun;2120001298;376;137;125;114;63;19;63;
Nösnäsgymnasiet 3;14448619;Stenungsund;1415;Kommunal;Stenungsunds kommun;2120001298;351;130;110;111;61;9;69;
