Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Antal elever
Valt läsår: 2018/19


Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Antal elever skolår 1;Antal elever skolår 2;Antal elever skolår 3;Andel kvinnor (%);Andel m utl bakgr (%);Andel m högutb föräldrar (%);
Polhemsgymnasiet 2;34336190;Göteborg;1480;Kommunal;Göteborg;2120001355;377;130;122;125;47;11;70;
Polhemsgymnasiet 3;21052710;Göteborg;1480;Kommunal;Göteborg;2120001355;387;131;131;125;53;13;82;
Praktiska Göteborg;88556189;Göteborg;1480;Enskild;Praktiska Sverige AB;5562575786;231;110;65;56;28;63;25;
Realgymnasiet Göteborg;35236491;Göteborg;1480;Enskild;Lärande i Sverige AB;5565715892;239;75;86;78;82;8;52;
Rytmus Göteborg;69739484;Göteborg;1480;Enskild;Rytmus AB;5564648979;266;99;82;85;56;12;67;
Schillerska gymnasiet 1;92887917;Göteborg;1480;Kommunal;Göteborg;2120001355;292;104;86;102;80;16;72;
Schillerska gymnasiet 2;88834120;Göteborg;1480;Kommunal;Göteborg;2120001355;338;129;115;94;57;36;54;
Schillerska gymnasiet 3;36748805;Göteborg;1480;Kommunal;Göteborg;2120001355;132;89;37;6;41;61;23;
Schillerska gymnasiet 4;70066748;Göteborg;1480;Kommunal;Göteborg;2120001355;273;99;86;88;65;40;67;
Sigrid Rudebecks gymnasium;19207279;Göteborg;1480;Enskild;Aktiebolaget Sigrid Rudebecks Skola;5563571248;471;175;143;153;70;13;89;
Sjölins Gymnasium Göteborg;53640774;Göteborg;1480;Enskild;Sjölins Gymnasium AB;5563758399;446;158;152;136;43;15;70;
SKF Tekniska Gymnasium;58502307;Göteborg;1480;Enskild;Skf Sverige Aktiebolag;5562408301;91;32;32;27;11;21;70;
Thoren Innovation School Göteborg;97177328;Göteborg;1480;Enskild;Thoren Innovation School AB;5568902653;294;100;79;115;13;34;53;
Västsvenska Gymnasiet;34831349;Göteborg;1480;Enskild;Idrottens Skola i Göteborg AB;5562035906;194;106;88;.;20;91;20;
Yrkesgymnasiet Göteborg;63511898;Göteborg;1480;Enskild;Thorengruppen AB;5566139290;320;163;104;53;38;54;20;
Älvstrandsgymn. komvux;64550468;Hagfors;1783;Kommunal;Hagfors;2120001884;79;79;.;.;30;76;20;
Älvstrandsgymnasiet;72127035;Hagfors;1783;Kommunal;Hagfors;2120001884;341;128;114;99;40;22;32;
Alléskolan 1;70969714;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;241;79;68;94;24;16;45;
Alléskolan 2;85003442;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;134;64;40;30;70;41;23;
Alléskolan 3;22752398;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;281;111;78;92;10;19;23;
Alléskolan 4;68734112;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;141;53;38;50;65;18;52;
Alléskolan 5;71922787;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;183;71;49;63;51;23;37;
Alléskolan 6;31843016;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;200;90;63;47;25;24;24;
Alléskolan 7;74148070;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;148;48;48;52;65;30;51;
Alléskolan 8;24357034;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;138;31;31;76;28;100;12;
Ridsportsgymnasiet;50696507;Hallstahammar;1961;Enskild;Ridskolan Strömsholm RS AB;5566940408;85;22;32;31;92;..;73;
Aspero Idrottsgymn. Halmstad;92507006;Halmstad;1380;Enskild;Aspero Friskolor AB;5566363973;279;110;84;85;47;6;70;
Drottning Blankas Gymnasieskola Halmstad;44653962;Halmstad;1380;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;197;69;63;65;80;41;38;
Kattegattgymnasiet 1;20100577;Halmstad;1380;Kommunal;Halmstad;2120001215;262;99;87;76;47;21;61;
Kattegattgymnasiet 2;81993306;Halmstad;1380;Kommunal;Halmstad;2120001215;355;118;117;120;12;21;63;
Kattegattgymnasiet 3;19051089;Halmstad;1380;Kommunal;Halmstad;2120001215;375;210;80;85;41;57;60;
Kattegattgymnasiet 4;29097621;Halmstad;1380;Kommunal;Halmstad;2120001215;272;112;87;73;7;16;34;
Kattegattgymnasiet 5;61195886;Halmstad;1380;Kommunal;Halmstad;2120001215;107;41;35;31;11;20;34;
LBS Ljud & Bildskolan Halmstad;47264019;Halmstad;1380;Enskild;Ljud & Bildskolan Lbs AB;5564851649;174;54;39;81;23;19;50;
Praktiska Halmstad;87764775;Halmstad;1380;Enskild;Praktiska Sverige AB;5562575786;226;87;77;62;41;57;23;
Sannarpsgymnasiet 2;50198492;Halmstad;1380;Kommunal;Halmstad;2120001215;339;115;100;124;65;32;53;
Sannarpsgymnasiet 3;48438396;Halmstad;1380;Kommunal;Halmstad;2120001215;278;125;79;74;59;32;52;
Sannarpsgymnasiet 4;98052678;Halmstad;1380;Kommunal;Halmstad;2120001215;318;112;90;116;59;38;61;
Sannarpsgymnasiet 5;95993832;Halmstad;1380;Kommunal;Halmstad;2120001215;99;97;2;.;41;93;27;
Sturegymnasiet 1;20099064;Halmstad;1380;Kommunal;Halmstad;2120001215;268;107;93;68;69;19;59;
Sturegymnasiet 2;44341171;Halmstad;1380;Kommunal;Halmstad;2120001215;189;157;13;19;43;71;15;
Sturegymnasiet 3;77130356;Halmstad;1380;Kommunal;Halmstad;2120001215;101;38;36;27;36;32;31;
Sturegymnasiet 4;32671805;Halmstad;1380;Kommunal;Halmstad;2120001215;176;81;48;47;68;22;41;
Berga naturbruksgymnasium;38448056;Haninge;0136;Landsting;Stockholms Läns Landsting;2321000016;144;67;52;25;83;10;43;
Fredrika Bremergymnasiet;16313848;Haninge;0136;Kommunal;Haninge;2120000084;2 006;823;604;579;34;36;38;
Riksäpplet;79606767;Haninge;0136;Kommunal;Haninge;2120000084;446;149;173;124;38;60;23;
Tornedalsskolan;11294673;Haparanda;2583;Kommunal;Haparanda;2120002775;301;88;102;111;47;44;32;
CLL/Gymnasieutbildningen;86212202;Heby;0331;Kommunal;Heby;2120002049;23;23;.;.;..;100;..;
Martin Koch-gymnasiet;86327236;Hedemora;2083;Kommunal;Hedemora;2120002254;373;213;90;70;43;41;30;
Campeon Frigymnasium;41745951;Helsingborg;1283;Enskild;Campeon Frigymnasium AB;5566264056;213;71;70;72;77;13;76;
Cultura Gymnasium;83137205;Helsingborg;1283;Enskild;Cultura Utbildning AB;5567127237;166;55;56;55;57;90;48;
Drottning Blankas Gymnasieskola Helsingborg Prästgatan;66335258;Helsingborg;1283;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;276;106;91;79;78;31;39;
Drottning Blankas Gymnasieskola Helsingborg S:a Kyrkogatan;28398531;Helsingborg;1283;Enskild;Hermods Design & Construction College AB;5569828451;255;82;92;81;57;44;36;
Filbornaskolan;54172830;Helsingborg;1283;Kommunal;Helsingborg;2120001157;589;257;149;183;37;32;50;
G.O. Kompetens Transportgymnasium;86310217;Helsingborg;1283;Enskild;G.O. Kompetens Transportgymnasium AB;5566412549;147;65;46;36;20;14;16;
Helsingborgs Lärlingsgymnasium;77352223;Helsingborg;1283;Kommunal;Helsingborg;2120001157;207;116;71;20;48;44;29;
Helsingborgs Ridgymnasium;83085136;Helsingborg;1283;Enskild;Humeq Education AB;5565974671;142;42;45;55;96;..;40;
Helsingborgs Sportgymnasium;75458014;Helsingborg;1283;Enskild;Helsingborgs Sportgymnasium AB;5591204101;101;35;36;30;30;32;36;
Impius gymnasium;65136104;Helsingborg;1283;Enskild;Impius Utvecklings AB;5565523858;123;49;34;40;31;11;55;
International school of Hbg/Gy;61826221;Helsingborg;1283;Kommunal;Helsingborg;2120001157;130;48;41;41;58;75;67;
JENSEN Gymnasium Helsingborg;56330385;Helsingborg;1283;Enskild;Jensen Education College AB;5566358759;202;71;51;80;63;78;44;
Johannes Hedberggymnasiet;20228162;Helsingborg;1283;Enskild;Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet;8450003481;306;115;97;94;59;31;69;
LBS Ljud & Bildskolan Helsingborg;68240485;Helsingborg;1283;Enskild;Ljud & Bildskolan Lbs AB;5564851649;278;69;103;106;29;18;53;
Mega Musik gymnasium;95046058;Helsingborg;1283;Enskild;Mega Musik Gymnasieskola AB;5565956553;117;41;34;42;60;15;53;
Nicolaiskolan;44392995;Helsingborg;1283;Kommunal;Helsingborg;2120001157;549;230;197;122;68;41;41;
NTI Gymnasiet Helsingborg;79033948;Helsingborg;1283;Enskild;IT Gymnasiet Sverige AB;5565970471;390;138;145;107;15;35;46;
Olympiaskolan;53462953;Helsingborg;1283;Kommunal;Helsingborg;2120001157;611;231;181;199;52;60;44;
Praktiska Helsingborg;69241230;Helsingborg;1283;Enskild;Praktiska Sverige AB;5562575786;119;55;31;33;15;44;26;
ProCivitas Privata Gymnasium Helsingborg;60730660;Helsingborg;1283;Enskild;ProCivitas Privata Gymnasium AB;5566157102;529;180;173;176;64;15;79;
Realgymnasiet Helsingborg;85544331;Helsingborg;1283;Enskild;Lärande i Sverige AB;5565715892;107;40;31;36;69;..;36;
Rönnowska skolan;80327946;Helsingborg;1283;Kommunal;Helsingborg;2120001157;837;372;241;224;18;47;26;
Thoren Business School Helsingborg;82592568;Helsingborg;1283;Enskild;Thorengruppen AB;5566139290;476;154;169;153;55;27;65;
Thoren Innovation School Helsingborg;30359269;Helsingborg;1283;Enskild;Thoren Innovation School AB;5568902653;66;66;.;.;38;41;65;
Tycho Braheskolan;78875918;Helsingborg;1283;Kommunal;Helsingborg;2120001157;553;229;173;151;43;41;59;
Victum Gymnasium;78023197;Helsingborg;1283;Enskild;Victum Gymnasium Aktiebolag;5564889482;193;80;56;57;80;38;29;
Kunskapskällan;86385479;Herrljunga;1466;Kommunal;Herrljunga;2120001520;243;97;84;62;22;28;36;
Individuella programmet;53494028;Hjo;1497;Kommunal;Hjo;2120001728;21;20;.;1;..;..;..;
Björkhagsskolan, gymnasium;40991561;Hofors;2104;Kommunal;Hofors;2120002296;34;11;7;16;41;85;..;
Huddingegymnasiet;49862313;Huddinge;0126;Kommunal;Huddinge;2120000068;566;258;162;146;41;68;39;
NTI Gymnasiet Södertörn;99838438;Huddinge;0126;Enskild;IT Gymnasiet Sverige AB;5565970471;273;88;87;98;9;47;54;
Sjödalsgymnasiet;42859669;Huddinge;0126;Kommunal;Huddinge;2120000068;993;328;339;326;41;50;43;
Sågbäcksgymnasiet;70923626;Huddinge;0126;Kommunal;Huddinge;2120000068;629;311;172;146;37;66;23;
Yrkesgymnasiet Huddinge;92905347;Huddinge;0126;Enskild;Thorengruppen AB;5566139290;239;97;71;71;30;49;28;
Östra gymnasiet;99592025;Huddinge;0126;Kommunal;Huddinge;2120000068;830;338;254;238;47;32;64;
Bromangymnasiet 1;34247736;Hudiksvall;2184;Kommunal;Hudiksvall;2120002379;398;170;106;122;67;19;51;
Bromangymnasiet 2;47550455;Hudiksvall;2184;Kommunal;Hudiksvall;2120002379;601;224;201;176;36;21;46;
Bromangymnasiet 3;30329172;Hudiksvall;2184;Kommunal;Hudiksvall;2120002379;173;86;45;42;13;14;44;
Bromangymnasiet 4;82423815;Hudiksvall;2184;Kommunal;Hudiksvall;2120002379;174;174;.;.;29;72;10;
Hudikgymnasiet;76877530;Hudiksvall;2184;Enskild;Hudiksvalls Gymnasieskola AB;5590053723;129;34;42;53;53;16;50;
Hultsfreds gymnasium 1;47046103;Hultsfred;0860;Kommunal;Hultsfred;2120000712;197;76;64;57;33;36;30;
Hultsfreds gymnasium 2;56664512;Hultsfred;0860;Kommunal;Hultsfred;2120000712;175;73;56;46;35;81;13;
Hultsfreds gymnasium 3;38167912;Hultsfred;0860;Kommunal;Hultsfred;2120000712;132;55;39;38;55;33;38;
IM Gymnasieenhet;83501757;Hylte;1315;Kommunal;Hylte;2120001207;91;28;32;31;35;95;13;
Labora Gymnasium;43826783;Hylte;1315;Enskild;Laboraskolan AB;5566657515;22;10;7;5;45;45;..;
Fridegårdsgymnasiet;58125096;Håbo;0305;Kommunal;Håbo;2120000241;460;214;139;107;49;24;48;
Fridegårdsgymnasiet- AST-programmen;82914148;Håbo;0305;Kommunal;Håbo;2120000241;73;37;21;15;32;15;56;
Pihlskolan gymnasium;20620556;Hällefors;1863;Kommunal;Hällefors;2120001942;143;77;45;21;31;68;16;
Härjedalens gymnasium;17173461;Härjedalen;2361;Kommunal;Härjedalen;2120002510;231;67;90;74;41;37;31;
Härnösands gymnasium 1;55535552;Härnösand;2280;Kommunal;Härnösand;2120002403;256;216;21;19;42;71;27;
Härnösands gymnasium 2;19560192;Härnösand;2280;Kommunal;Härnösand;2120002403;260;96;83;81;41;18;37;
Härnösands gymnasium 3;30468157;Härnösand;2280;Kommunal;Härnösand;2120002403;369;123;114;132;49;18;70;
Hulebäcksgymnasiet 1;98053087;Härryda;1401;Kommunal;Härryda;2120001264;262;97;79;86;37;14;50;
Hulebäcksgymnasiet 2;92533079;Härryda;1401;Kommunal;Härryda;2120001264;215;77;55;83;75;12;72;
Hulebäcksgymnasiet 3;61528940;Härryda;1401;Kommunal;Härryda;2120001264;332;122;92;118;50;17;88;
Hulebäcksgymnasiet 4;23681822;Härryda;1401;Kommunal;Härryda;2120001264;346;172;88;86;47;25;60;
Hulebäcksgymnasiet 5;66861851;Härryda;1401;Kommunal;Härryda;2120001264;364;123;109;132;62;12;70;
Hulebäcksgymnasiet 6;72206824;Härryda;1401;Kommunal;Härryda;2120001264;181;62;57;62;22;6;90;
Hässleholms Tekniska Skola;92858957;Hässleholm;1293;Kommunal;Hässleholm;2120000985;920;330;293;297;54;26;59;
IM Jacobsskolan;23372675;Hässleholm;1293;Kommunal;Hässleholm;2120000985;112;58;33;21;46;99;11;
Jacobsskolan;46660042;Hässleholm;1293;Kommunal;Hässleholm;2120000985;480;193;156;131;31;29;34;
Norrängsskolan;33678402;Hässleholm;1293;Kommunal;Hässleholm;2120000985;37;8;7;22;..;..;30;
Kullagymnasiet 1;44113417;Höganäs;1284;Kommunal;Höganäs;2120001165;250;131;62;57;16;38;46;
Kullagymnasiet 2;43627097;Höganäs;1284;Kommunal;Höganäs;2120001165;238;85;75;78;51;18;67;
Högsby utbildningscenter;67783774;Högsby;0821;Kommunal;Högsby;2120000688;122;91;16;15;43;80;11;
Hörby Lärcenter, Gymnasieutb.;95324620;Hörby;1266;Kommunal;Hörby;2120001108;41;18;13;10;29;83;24;
Hörby Yrkesgymnasium;38917647;Hörby;1266;Enskild;Hörby Yrkesgymnasium AB;5568212939;46;12;15;19;..;24;..;
Gymnasieutbildningen i Höör;45101776;Höör;1267;Kommunal;Höör;2120001116;37;21;11;5;27;51;..;
Karolinaskolan;21363125;Höör;1267;Enskild;Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar;7420002045;25;13;5;7;..;..;40;
Bokenskolan;39555838;Jokkmokk;2510;Kommunal;Lapplands kommunalförbund;2220000760;132;58;43;31;40;39;39;
Didaktus Jakobsberg;85214294;Järfälla;0123;Enskild;Didaktus Skolor AB;5564732856;432;185;128;119;61;85;25;
Järfälla gymnasium;82084961;Järfälla;0123;Kommunal;Järfälla;2120000043;1 055;503;260;292;30;61;38;
Järfälla Vägledningsc. IMIND;23849498;Järfälla;0123;Kommunal;Järfälla;2120000043;22;22;.;.;50;..;..;
Bäckadalsgymn RO 1;46162400;Jönköping;0680;Kommunal;Jönköping;2120000530;277;99;92;86;4;24;51;
Bäckadalsgymn RO 2;39565412;Jönköping;0680;Kommunal;Jönköping;2120000530;202;57;55;90;19;78;9;
Bäckadalsgymn RO 3;98369689;Jönköping;0680;Kommunal;Jönköping;2120000530;240;82;84;74;18;12;28;
Bäckadalsgymn RO 4;56529916;Jönköping;0680;Kommunal;Jönköping;2120000530;244;98;78;68;23;9;32;
Bäckadalsgymn RO 5;40810950;Jönköping;0680;Kommunal;Jönköping;2120000530;137;86;27;24;60;20;42;
Drottning Blankas Gymnasieskola Jönköping;12279302;Jönköping;0680;Enskild;Plusgymnasiet AB;5565789129;217;88;55;74;76;47;30;
Erik Dahlbergsgymnasiet Ro 1;67279263;Jönköping;0680;Kommunal;Jönköping;2120000530;374;127;126;121;21;21;75;
Erik Dahlbergsgymnasiet RO 2;40037982;Jönköping;0680;Kommunal;Jönköping;2120000530;225;129;52;44;64;60;23;
Erik Dahlbergsgymnasiet RO 3;51210136;Jönköping;0680;Kommunal;Jönköping;2120000530;369;125;122;122;56;32;80;
Erik Dahlbergsgymnasiet RO 4;73829818;Jönköping;0680;Kommunal;Jönköping;2120000530;271;92;88;91;41;17;63;
Erik Dahlbergsgymnasiet RO 5;60881275;Jönköping;0680;Kommunal;Jönköping;2120000530;222;95;63;64;68;22;63;
Grennaskolan GY;54395430;Jönköping;0680;Kommunal;Jönköping;2120000530;8;.;.;8;..;..;..;
JENSEN Gymnasium Jönköping;18881773;Jönköping;0680;Enskild;Jensen Education College AB;5566358759;64;23;24;17;56;52;45;
Kungsgymnasiet;50908408;Jönköping;0680;Enskild;Jönköpings Kristna Skolförening;8260017648;60;20;26;14;50;33;48;
LBS Ljud & Bildskolan Jönköping;18594470;Jönköping;0680;Enskild;Ljud & Bildskolan Lbs AB;5564851649;244;92;68;84;26;18;55;
Magelungens Gymnasium Jönköping;69271071;Jönköping;0680;Enskild;Magelungen Utveckling AB;5564891447;38;19;10;9;32;..;58;
Mottagningsskola gymn;54946505;Jönköping;0680;Kommunal;Jönköping;2120000530;21;21;.;.;..;100;..;
Per Brahegymnasiet RO 1;78295411;Jönköping;0680;Kommunal;Jönköping;2120000530;464;231;127;106;57;35;53;
Per Brahegymnasiet RO 2;80686587;Jönköping;0680;Kommunal;Jönköping;2120000530;421;174;143;104;66;35;64;
Per Brahegymnasiet RO 3;72232853;Jönköping;0680;Kommunal;Jönköping;2120000530;282;99;95;88;81;11;72;
Praktiska Jönköping;17849518;Jönköping;0680;Enskild;Praktiska Sverige AB;5562575786;111;62;31;18;15;44;14;
Sandagymnasiet RO 1 Ny fr lå 17/18;64205087;Jönköping;0680;Kommunal;Jönköping;2120000530;404;128;123;153;45;18;64;
Sandagymnasiet RO 2 Ny fr lå 17/18;50500028;Jönköping;0680;Kommunal;Jönköping;2120000530;270;96;84;90;63;25;55;
Sandagymnasiet RO 4 Ny fr lå 17/18;94570025;Jönköping;0680;Kommunal;Jönköping;2120000530;134;27;52;55;42;21;43;
Sandagymnasiet RO 5;91984508;Jönköping;0680;Kommunal;Jönköping;2120000530;328;134;117;77;50;33;54;
Tenhults naturbruksgymnasium;78659008;Jönköping;0680;Landsting;Jönköpings Läns Landsting;2321000057;194;75;57;62;79;7;44;
Vettergymnasiet Jönköping;12448823;Jönköping;0680;Enskild;Wetterbygdens Gymnasium AB;5567507420;75;45;20;10;20;45;28;
Furuhed 3;73008905;Kalix;2514;Kommunal;Kalix;2120002692;37;24;10;3;43;..;35;
Furuhedsskolan 1;40667807;Kalix;2514;Kommunal;Kalix;2120002692;252;105;85;62;46;30;37;
Furuhedsskolan 2;18091973;Kalix;2514;Kommunal;Kalix;2120002692;326;100;110;116;41;10;52;
Calmare Internationella Skola;88466776;Kalmar;0880;Enskild;CIS Kalmar AB;5565896213;190;52;72;66;56;25;66;
Dag Hammarskjöld Gymnasiet;36539945;Kalmar;0880;Enskild;Stiftelsen Kalmar Waldorfskola;8324012288;14;5;7;2;..;..;..;
Fria Läroverken i Kalmar;40634612;Kalmar;0880;Enskild;Gymnasieskolor i Syd AB;5569306979;183;59;65;59;42;29;43;
Jenny Nyströmsskolan 1 HT, IM;62439199;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;148;103;22;23;48;65;28;
Jenny Nyströmsskolan 2 ES, RL;66132676;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;311;121;91;99;74;14;51;
Jenny Nyströmsskolan 3 NA, GYSÄR;57942242;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;94;30;29;35;54;44;62;
Jenny Nyströmsskolan 4 BF, VO;80762863;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;249;95;89;65;68;35;31;
Lars Kaggskolan 1 NA, HV;77688926;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;377;127;138;112;69;18;71;
Lars Kaggskolan 2 TE, VF;14508922;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;379;139;136;104;24;16;68;
Lars Kaggskolan 3 IM;89409574;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;190;190;.;.;33;83;14;
Lars Kaggskolan 4 BA, EE, FT;69629086;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;380;145;114;121;6;10;40;
Naturbruksgymnasiet Kalmar 1;88624631;Kalmar;0880;Enskild;Hushållningssällskapet Kalmar-Kronoberg-Blekinge;2620000071;91;46;21;24;63;..;36;
Naturbruksgymnasiet Kalmar 2;35390185;Kalmar;0880;Enskild;Hushållningssällskapet Kalmar-Kronoberg-Blekinge;2620000071;15;5;5;5;..;..;..;
Plusgymnasiet Kalmar;37358234;Kalmar;0880;Enskild;Plusgymnasiet AB;5565789129;19;.;3;16;95;..;..;
Praktiska Kalmar;31657916;Kalmar;0880;Enskild;Praktiska Sverige AB;5562575786;126;52;40;34;48;32;28;
Stagneliusskolan 1 SA, SA-A, HA-A, IMIND-A;21008461;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;248;81;82;85;57;16;60;
Stagneliusskolan 2 EK, HA;54606928;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;492;180;174;138;54;21;57;
Stagneliusskolan 3, SA;53893730;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;382;151;121;110;59;14;64;
SYAB Transportgymnasium;46241804;Kalmar;0880;Enskild;SYAB Transportgymnasium AB;5567290035;107;38;36;33;16;..;31;
Vuxenutbildningen i Karlsborg och Karlsborgs gymnasieskola;55870331;Karlsborg;1446;Kommunal;Karlsborg;2120001629;25;23;1;1;..;100;..;
Fria Läroverken i Karlshamn;42573391;Karlshamn;1082;Enskild;Gymnasieskolor i Syd AB;5569306979;107;33;48;26;50;16;45;
Vägga gymnasieskola 1b;21673083;Karlshamn;1082;Kommunal;Karlshamn;2120000845;141;43;50;48;27;79;9;
Vägga gymnasieskola 2;64574972;Karlshamn;1082;Kommunal;Karlshamn;2120000845;277;96;107;74;69;21;49;
Vägga gymnasieskola 3;19741742;Karlshamn;1082;Kommunal;Karlshamn;2120000845;270;104;78;88;41;19;46;
Vägga gymnasieskola 4;29032715;Karlshamn;1082;Kommunal;Karlshamn;2120000845;303;95;115;93;33;24;62;
Karlskoga Idrottsgymnasium;45830583;Karlskoga;1883;Enskild;Karlskoga Idrottsgymnasium AB;5567823611;57;25;26;6;58;..;61;
Möckelngymnasiet Ro 2;48931433;Karlskoga;1883;Kommunal;Karlskoga;2120001991;302;107;97;98;63;20;53;
Möckelngymnasiet Ro 3;97270136;Karlskoga;1883;Kommunal;Karlskoga;2120001991;307;235;39;33;45;48;21;
Möckelngymnasiet Ro 4;19909435;Karlskoga;1883;Kommunal;Karlskoga;2120001991;237;82;79;76;10;14;48;
af Chapmangymnasiet;30530571;Karlskrona;1080;Kommunal;Karlskrona;2120000829;768;292;234;242;59;14;63;
Aspero Idrottsgymn. Karlskrona;78839208;Karlskrona;1080;Enskild;Aspero Friskolor AB;5566363973;191;75;56;60;51;7;76;
Ehrensvärdska gymnasiet;96024712;Karlskrona;1080;Kommunal;Karlskrona;2120000829;624;238;208;178;50;23;69;
Fischerströmska gymnasiet;36845597;Karlskrona;1080;Kommunal;Karlskrona;2120000829;266;202;48;16;32;77;15;
Mikael Elias Gymnasium, Karlskrona;30458073;Karlskrona;1080;Enskild;Mikael Elias Gymnasium AB;5565583282;7;.;.;7;..;..;..;
Praktiska Karlskrona;40829056;Karlskrona;1080;Enskild;Praktiska Sverige AB;5562575786;97;13;41;43;40;37;27;
Törnströmska gymnasiet;85800840;Karlskrona;1080;Kommunal;Karlskrona;2120000829;475;189;124;162;23;10;52;
Fria Läroverken Karlstad;27115998;Karlstad;1780;Enskild;Fria Läroverken i Sverige AB;5569172041;527;167;206;154;41;11;58;
KLARA Teoretiska Gymnasium Karlstad;79516949;Karlstad;1780;Enskild;Klaragymnasium AB;5566303938;392;138;131;123;57;23;65;
Lillerudsgymnasiet;65662401;Karlstad;1780;Enskild;Lillerudsgymnasiet AB;5566243548;220;88;62;70;85;7;47;
Nobelgymnasiet;39583059;Karlstad;1780;Kommunal;Karlstad;2120001850;1 042;384;334;324;32;29;31;
NTI Gymnasiet Karlstad;41867682;Karlstad;1780;Enskild;IT Gymnasiet Sverige AB;5565970471;124;41;42;41;..;23;46;
Praktiska Karlstad;38645259;Karlstad;1780;Enskild;Praktiska Sverige AB;5562575786;225;98;72;55;41;34;24;
Sundstagymnasiet;96684210;Karlstad;1780;Kommunal;Karlstad;2120001850;925;327;305;293;73;16;71;
Thoren Business School Karlstad;87207941;Karlstad;1780;Enskild;Thorengruppen AB;5566139290;319;87;111;121;54;19;61;
Tingvallagymnasiet;11673760;Karlstad;1780;Kommunal;Karlstad;2120001850;728;296;223;209;59;26;47;
Älvkullegymnasiet;46574937;Karlstad;1780;Kommunal;Karlstad;2120001850;983;325;346;312;39;27;75;
Duveholmsgymnasiet 1;23836342;Katrineholm;0483;Kommunal;Katrineholm;2120000340;500;170;187;143;57;54;35;
Duveholmsgymnasiet 3;10193789;Katrineholm;0483;Kommunal;Katrineholm;2120000340;28;11;13;4;43;..;..;
Katrineholms Tekniska College 1;63791419;Katrineholm;0483;Kommunal;Katrineholm;2120000340;304;112;102;90;53;42;42;
Katrineholms Tekniska College 2;39805497;Katrineholm;0483;Kommunal;Katrineholm;2120000340;223;84;81;58;13;21;43;
Lindengymnasiet;38400227;Katrineholm;0483;Kommunal;Katrineholm;2120000340;369;141;113;115;46;19;48;
KInda lärcentrum;94660328;Kinda;0513;Kommunal;Kinda;2120000399;13;2;11;.;..;100;..;
Hjalmar Lundbohmsskolan enhet 1;81619482;Kiruna;2584;Kommunal;Lapplands kommunalförbund;2220000760;215;77;70;68;48;17;60;
Hjalmar Lundbohmsskolan enhet 2;83829189;Kiruna;2584;Kommunal;Lapplands kommunalförbund;2220000760;151;56;54;41;34;9;30;
Hjalmar Lundbohmsskolan enhet 3;46145886;Kiruna;2584;Kommunal;Lapplands kommunalförbund;2220000760;228;82;78;68;42;12;38;
Hjalmar Lundbohmsskolan enhet 4;12395564;Kiruna;2584;Kommunal;Lapplands kommunalförbund;2220000760;159;58;48;53;59;38;31;
Rymdgymnasiet;90006712;Kiruna;2584;Enskild;Malmens Friskola AB;5565528022;84;30;25;29;44;14;82;
Flygteknikcenter, Ljungbyhed;43649848;Klippan;1276;Kommunal;Klippan;2120000928;67;24;23;20;..;22;69;
Segragymnasiet Klippan;75344502;Klippan;1276;Enskild;Sveriges Naturbruksgymnasium AB;5569162562;116;48;36;32;70;..;34;
Tegelbruksskolan;84247499;Klippan;1276;Kommunal;Klippan;2120000928;336;132;107;97;14;19;26;
Åbyskolan 1;27041885;Klippan;1276;Kommunal;Klippan;2120000928;150;56;45;49;65;36;24;
Åbyskolan 2;39149668;Klippan;1276;Kommunal;Klippan;2120000928;270;105;80;85;53;28;50;
Åbyskolan 3;13509408;Klippan;1276;Kommunal;Klippan;2120000928;158;57;58;43;35;82;8;
