Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Antal elever
Valt läsår: 2021/22


Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Antal elever skolår 1;Antal elever skolår 2;Antal elever skolår 3;Andel kvinnor (%);Andel m utl bakgr (%);Andel m högutb föräldrar (%);
Yrkesgymnasiet Göteborg;63511898;Göteborg;1480;Enskild;Thorengruppen AB;5566139290;344;130;106;108;47;48;37;
Olinsgymnasiet i Götene;77718188;Götene;1471;Enskild;Olinsgymnasiet i Skara AB;5569998932;39;39;.;.;..;26;28;
Älvstrandsgymnasiet;72127035;Hagfors;1783;Kommunal;Hagfors;2120001884;190;91;49;50;58;22;38;
Älvstrandsgymnasiet2;28310176;Hagfors;1783;Kommunal;Hagfors;2120001884;190;66;58;66;18;23;42;
Alléskolan 1;70969714;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;253;94;82;77;23;15;43;
Alléskolan 2;85003442;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;116;37;40;39;78;59;17;
Alléskolan 3;22752398;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;286;112;99;75;13;18;34;
Alléskolan 4;68734112;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;175;59;58;58;60;20;50;
Alléskolan 5;71922787;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;174;64;44;66;57;32;42;
Alléskolan 6;78730011;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;188;102;61;25;45;51;20;
Alléskolan 7;74148070;Hallsberg;1861;Kommunal;Sydnärkes Utbildningsförbund;2220001180;173;63;61;49;54;25;46;
Gymnasieutbildningen Hallstahammar;25253663;Hallstahammar;1961;Kommunal;Hallstahammar;2120002064;22;22;.;.;55;50;..;
Ridsportsgymnasiet;50696507;Hallstahammar;1961;Enskild;Ridskolan Strömsholm RS AB;5566940408;92;31;33;28;96;..;60;
Aspero Idrottsgymn. Halmstad;92507006;Halmstad;1380;Enskild;Aspero Friskolor AB;5566363973;308;112;88;108;38;6;70;
Drottning Blankas Gymnasieskola Halmstad;44653962;Halmstad;1380;Enskild;DBGY Kronan AB;5565668794;238;82;75;81;80;46;41;
Kattegattgymnasiet 1;20100577;Halmstad;1380;Kommunal;Halmstad;2120001215;376;161;127;88;54;20;69;
Kattegattgymnasiet 2;81993306;Halmstad;1380;Kommunal;Halmstad;2120001215;252;96;88;68;26;22;82;
Kattegattgymnasiet 3;19051089;Halmstad;1380;Kommunal;Halmstad;2120001215;393;150;148;95;47;54;59;
Kattegattgymnasiet 4;29097621;Halmstad;1380;Kommunal;Halmstad;2120001215;180;84;50;46;..;23;47;
Kattegattgymnasiet 5;61195886;Halmstad;1380;Kommunal;Halmstad;2120001215;222;95;73;54;5;23;40;
Kattegattgymnasiet 6;19413066;Halmstad;1380;Kommunal;Halmstad;2120001215;165;43;65;57;15;12;29;
LBS Kreativa Gymnasiet Halmstad;47264019;Halmstad;1380;Enskild;Ljud & Bildskolan Lbs AB;5564851649;154;63;44;47;18;34;59;
Praktiska Gymnasiet Halmstad;87764775;Halmstad;1380;Enskild;Praktiska Sverige AB;5562575786;272;99;93;80;43;55;29;
Realgymnasiet Halmstad;71401921;Halmstad;1380;Enskild;Lärande i Sverige AB;5565715892;84;43;41;.;87;..;55;
Sannarpsgymnasiet 1;35670336;Halmstad;1380;Kommunal;Halmstad;2120001215;128;32;48;48;59;30;55;
Sannarpsgymnasiet 2;50198492;Halmstad;1380;Kommunal;Halmstad;2120001215;414;146;129;139;63;27;59;
Sannarpsgymnasiet 3;48438396;Halmstad;1380;Kommunal;Halmstad;2120001215;286;93;113;80;64;28;62;
Sannarpsgymnasiet 5;95993832;Halmstad;1380;Kommunal;Halmstad;2120001215;219;81;48;90;57;46;69;
Sturegymnasiet 1;20099064;Halmstad;1380;Kommunal;Halmstad;2120001215;311;102;106;103;76;17;70;
Sturegymnasiet 2;44341171;Halmstad;1380;Kommunal;Halmstad;2120001215;103;57;24;22;61;41;37;
Sturegymnasiet 3;77130356;Halmstad;1380;Kommunal;Halmstad;2120001215;77;29;27;21;45;45;35;
Sturegymnasiet 4;32671805;Halmstad;1380;Kommunal;Halmstad;2120001215;197;73;59;65;45;17;46;
Berga naturbruksgymnasium;38448056;Haninge;0136;Region;Region Stockholm;2321000016;191;85;46;60;86;7;52;
Fredrika Bremergymnasiet;16313848;Haninge;0136;Kommunal;Haninge;2120000084;1 960;639;664;657;38;32;45;
Riksäpplet;79606767;Haninge;0136;Kommunal;Haninge;2120000084;215;135;59;21;43;74;23;
Tornedalsskolan;11294673;Haparanda;2583;Kommunal;Haparanda;2120002775;249;100;64;85;49;40;33;
Martin Koch-gymnasiet;86327236;Hedemora;2083;Kommunal;Hedemora;2120002254;359;154;99;106;41;36;37;
Campeon Frigymnasium;41745951;Helsingborg;1283;Enskild;Campeon Frigymnasium AB;5566264056;209;70;69;70;73;10;74;
Cultura Gymnasium;83137205;Helsingborg;1283;Enskild;Cultura Utbildning AB;5567127237;179;63;58;58;57;93;51;
Drottning Blankas Gymnasieskola Helsingborg Prästgatan;66335258;Helsingborg;1283;Enskild;DBGY Kronan AB;5565668794;329;110;109;110;69;35;41;
Drottning Blankas Gymnasieskola Helsingborg S:a Kyrkogatan;28398531;Helsingborg;1283;Enskild;DBGY Kronan AB;5565668794;244;91;71;82;63;50;43;
Filbornaskolan;54172830;Helsingborg;1283;Kommunal;Helsingborg;2120001157;602;214;171;217;39;21;61;
G.O. Kompetens Transportgymnasium;86310217;Helsingborg;1283;Enskild;G.O. Kompetens Transportgymnasium AB;5566412549;164;68;64;32;20;21;27;
Helsingborgs Lärlingsgymnasium;77352223;Helsingborg;1283;Kommunal;Helsingborg;2120001157;330;118;110;102;47;27;36;
Helsingborgs Sportgymnasium;75458014;Helsingborg;1283;Enskild;Helsingborgs Sportgymnasium AB;5591204101;90;35;29;26;20;38;43;
Impius gymnasium;65136104;Helsingborg;1283;Enskild;Impius Utvecklings AB;5565523858;132;49;39;44;34;9;52;
International school of Hbg/Gy;61826221;Helsingborg;1283;Kommunal;Helsingborg;2120001157;141;92;1;48;52;75;72;
JENSEN Gymnasium Helsingborg;56330385;Helsingborg;1283;Enskild;Jensen Education College AB;5566358759;257;85;86;86;70;67;49;
Johannes Hedberggymnasiet;20228162;Helsingborg;1283;Enskild;Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet;8450003481;437;149;146;142;65;26;77;
LBS Kreativa Gymnasiet Helsingborg;68240485;Helsingborg;1283;Enskild;Ljud & Bildskolan Lbs AB;5564851649;251;95;78;78;31;25;57;
Mega Musik gymnasium;95046058;Helsingborg;1283;Enskild;Mega Musik Gymnasieskola AB;5565956553;134;38;46;50;51;11;60;
Nicolaiskolan;44392995;Helsingborg;1283;Kommunal;Helsingborg;2120001157;611;252;188;171;68;36;53;
NTI Gymnasiet Helsingborg;79033948;Helsingborg;1283;Enskild;NTI Gymnasiet Ellips AB;5565970471;343;131;108;104;13;45;53;
NTI Vetenskapsgymnasiet Helsingborg;48610406;Helsingborg;1283;Enskild;NTI Gymnasiet Macro AB;5561203679;73;30;18;25;40;75;51;
Olympiaskolan;53462953;Helsingborg;1283;Kommunal;Helsingborg;2120001157;410;159;130;121;58;52;45;
Praktiska Gymnasiet Helsingborg;69241230;Helsingborg;1283;Enskild;Praktiska Sverige AB;5562575786;167;78;46;43;13;32;35;
ProCivitas Privata Gymnasium Helsingborg;60730660;Helsingborg;1283;Enskild;ProCivitas Privata Gymnasium AB;5566157102;600;241;180;179;66;18;83;
Realgymnasiet Helsingborg;85544331;Helsingborg;1283;Enskild;Lärande i Sverige AB;5565715892;117;47;46;24;86;..;44;
Rid- & Djursjukvårdsgymnasiet, Helsingborg;83085136;Helsingborg;1283;Enskild;Humeq Education AB;5565974671;161;53;63;45;94;10;63;
Rönnowska skolan;80327946;Helsingborg;1283;Kommunal;Helsingborg;2120001157;863;392;239;232;28;52;27;
Thoren Business School Helsingborg;82592568;Helsingborg;1283;Enskild;Thorengruppen AB;5566139290;484;161;159;164;52;33;67;
Thoren Innovation School Helsingborg;30359269;Helsingborg;1283;Enskild;Thoren Innovation School AB;5568902653;192;65;74;53;25;47;62;
Tycho Braheskolan;78875918;Helsingborg;1283;Kommunal;Helsingborg;2120001157;516;187;168;161;33;33;71;
Victum Gymnasium;78023197;Helsingborg;1283;Enskild;Victum Gymnasium Aktiebolag;5564889482;229;101;59;69;83;54;29;
Kunskapskällan;86385479;Herrljunga;1466;Kommunal;Herrljunga;2120001520;214;77;79;58;32;24;45;
Individuella programmet;53494028;Hjo;1497;Kommunal;Hjo;2120001728;15;10;2;3;..;..;..;
Björkhagsskolan, gymnasium;40991561;Hofors;2104;Kommunal;Hofors;2120002296;22;18;4;.;..;..;..;
Huddingegymnasiet;49862313;Huddinge;0126;Kommunal;Huddinge;2120000068;558;192;192;174;47;68;50;
NTI Gymnasiet Södertörn;99838438;Huddinge;0126;Enskild;NTI Gymnasiet Ellips AB;5565970471;227;68;85;74;11;44;50;
Sjödalsgymnasiet;42859669;Huddinge;0126;Kommunal;Huddinge;2120000068;623;216;215;192;39;53;44;
Sågbäcksgymnasiet;70923626;Huddinge;0126;Kommunal;Huddinge;2120000068;464;223;126;115;36;58;29;
Widerströmska gymnasiet;55871389;Huddinge;0126;Kommunal;Huddinge;2120000068;415;156;148;111;49;56;59;
Yrkesgymnasiet Huddinge;92905347;Huddinge;0126;Enskild;Thorengruppen AB;5566139290;271;99;94;78;33;48;26;
Östra gymnasiet;99592025;Huddinge;0126;Kommunal;Huddinge;2120000068;838;325;254;259;49;27;71;
Bromangymnasiet 1;34247736;Hudiksvall;2184;Kommunal;Hudiksvall;2120002379;401;132;129;140;40;25;58;
Bromangymnasiet 2;47550455;Hudiksvall;2184;Kommunal;Hudiksvall;2120002379;537;156;197;184;52;15;48;
Bromangymnasiet 3;30329172;Hudiksvall;2184;Kommunal;Hudiksvall;2120002379;491;234;130;127;39;21;51;
Hudikgymnasiet;76877530;Hudiksvall;2184;Enskild;Hudiksvalls Gymnasieskola AB;5590053723;136;47;40;49;62;13;48;
Hultsfreds gymnasium 1;47046103;Hultsfred;0860;Kommunal;Hultsfred;2120000712;233;96;70;67;39;31;36;
Hultsfreds gymnasium 2;56664512;Hultsfred;0860;Kommunal;Hultsfred;2120000712;101;41;36;24;47;69;15;
Hultsfreds gymnasium 3;38167912;Hultsfred;0860;Kommunal;Hultsfred;2120000712;131;44;45;42;47;39;45;
Hylte gymnasieskola;83501757;Hylte;1315;Kommunal;Hylte;2120001207;78;30;25;23;36;71;22;
OneSchool Global Nyby Campus Gymnasium;43826783;Hylte;1315;Enskild;OneSchool Global Nyby Campus AB;5566657515;23;9;10;4;43;..;..;
Fridegårdsgymnasiet;58125096;Håbo;0305;Kommunal;Håbo;2120000241;470;160;153;157;53;19;55;
Fridegårdsgymnasiet- AST-programmen;82914148;Håbo;0305;Kommunal;Håbo;2120000241;112;36;45;31;45;13;60;
Pihlskolan gymnasium;20620556;Hällefors;1863;Kommunal;Hällefors;2120001942;130;58;26;46;38;61;25;
Härjedalens gymnasium;17173461;Härjedalen;2361;Kommunal;Härjedalen;2120002510;206;68;64;74;51;17;44;
Härnösands gymnasium 1;55535552;Härnösand;2280;Kommunal;Härnösand;2120002403;153;107;25;21;52;48;43;
Härnösands gymnasium 2;19560192;Härnösand;2280;Kommunal;Härnösand;2120002403;298;109;110;79;39;17;46;
Härnösands gymnasium 3;30468157;Härnösand;2280;Kommunal;Härnösand;2120002403;404;139;135;130;53;27;69;
Fridagymnasiet i Mölnlycke;67286143;Härryda;1401;Enskild;Fridaskolorna AB;5564515988;167;85;82;.;32;16;71;
Hulebäcksgymnasiet 1;98053087;Härryda;1401;Kommunal;Härryda;2120001264;380;116;118;146;51;10;76;
Hulebäcksgymnasiet 2;92533079;Härryda;1401;Kommunal;Härryda;2120001264;219;71;73;75;77;12;68;
Hulebäcksgymnasiet 3;61528940;Härryda;1401;Kommunal;Härryda;2120001264;371;124;118;129;42;14;90;
Hulebäcksgymnasiet 4;23681822;Härryda;1401;Kommunal;Härryda;2120001264;99;95;4;.;36;36;39;
Hulebäcksgymnasiet 5;66861851;Härryda;1401;Kommunal;Härryda;2120001264;421;147;137;137;62;11;74;
Hulebäcksgymnasiet 6;72206824;Härryda;1401;Kommunal;Härryda;2120001264;319;111;108;100;12;10;71;
Hässleholms Tekniska Skola;92858957;Hässleholm;1293;Kommunal;Hässleholm;2120000985;829;271;255;303;50;33;61;
Jacobsskolan;46660042;Hässleholm;1293;Kommunal;Hässleholm;2120000985;555;210;176;169;33;39;32;
Norrängsskolan;33678402;Hässleholm;1293;Kommunal;Hässleholm;2120000985;40;10;11;19;38;..;33;
Kullagymnasiet 1;44113417;Höganäs;1284;Kommunal;Höganäs;2120001165;174;85;43;46;19;36;51;
Kullagymnasiet 2;43627097;Höganäs;1284;Kommunal;Höganäs;2120001165;211;78;62;71;43;18;72;
Högsby utbildningscenter;67783774;Högsby;0821;Kommunal;Högsby;2120000688;22;22;.;.;..;77;..;
Hörby Lärcenter, komvux;39015433;Hörby;1266;Kommunal;Hörby;2120001108;31;29;2;.;52;52;..;
Hörby Yrkesgymnasium;38917647;Hörby;1266;Enskild;Hörby Yrkesgymnasium AB;5568212939;91;40;30;21;30;..;25;
Gymnasieutbildningen i Höör;45101776;Höör;1267;Kommunal;Höör;2120001116;19;11;5;3;58;..;..;
Karolinaskolan;21363125;Höör;1267;Enskild;Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar;7420002045;27;10;9;8;..;..;37;
Lapplands Gymnasium Jokkmokk;39555838;Jokkmokk;2510;Kommunal;Lapplands Kommunalförbund;2220000760;89;28;33;28;46;24;55;
Didaktus Jakobsberg;85214294;Järfälla;0123;Enskild;Didaktus Skolor AB;5564732856;375;117;136;122;69;88;26;
Järfälla gymnasium;82084961;Järfälla;0123;Kommunal;Järfälla;2120000043;802;382;229;191;36;59;39;
Bäckadalsgymn RO 1;46162400;Jönköping;0680;Kommunal;Jönköping;2120000530;347;109;123;115;19;19;49;
Bäckadalsgymn RO 2;39565412;Jönköping;0680;Kommunal;Jönköping;2120000530;234;121;43;70;42;65;30;
Bäckadalsgymn RO 3;98369689;Jönköping;0680;Kommunal;Jönköping;2120000530;291;90;100;101;19;9;40;
Bäckadalsgymn RO 4;56529916;Jönköping;0680;Kommunal;Jönköping;2120000530;326;110;120;96;27;11;49;
Bäckadalsgymn RO 5;40810950;Jönköping;0680;Kommunal;Jönköping;2120000530;101;21;38;42;68;14;45;
Drottning Blankas Gymnasieskola Jönköping;12279302;Jönköping;0680;Enskild;DBGY Juvelen AB;5565789129;147;68;41;38;90;35;37;
Erik Dahlbergsgymnasiet Ro 1;67279263;Jönköping;0680;Kommunal;Jönköping;2120000530;374;128;124;122;20;18;79;
Erik Dahlbergsgymnasiet RO 2;40037982;Jönköping;0680;Kommunal;Jönköping;2120000530;163;75;45;43;82;47;36;
Erik Dahlbergsgymnasiet RO 3;51210136;Jönköping;0680;Kommunal;Jönköping;2120000530;352;118;119;115;52;42;77;
Erik Dahlbergsgymnasiet RO 4;73829818;Jönköping;0680;Kommunal;Jönköping;2120000530;303;124;90;89;37;18;68;
Erik Dahlbergsgymnasiet RO 5;60881275;Jönköping;0680;Kommunal;Jönköping;2120000530;285;96;96;93;65;36;60;
JENSEN Gymnasium Jönköping;18881773;Jönköping;0680;Enskild;Jensen Education College AB;5566358759;72;37;17;18;57;51;43;
Kungsgymnasiet;50908408;Jönköping;0680;Enskild;Jönköpings Kristna Skolförening;8260017648;67;21;17;29;42;..;58;
LBS Kreativa Gymnasiet Jönköping;18594470;Jönköping;0680;Enskild;Ljud & Bildskolan Lbs AB;5564851649;246;93;77;76;26;18;56;
Magelungens Gymnasium Jönköping;69271071;Jönköping;0680;Enskild;Magelungen Utveckling AB;5564891447;56;30;19;7;48;..;70;
Per Brahegymnasiet RO 1;78295411;Jönköping;0680;Kommunal;Jönköping;2120000530;437;157;157;123;77;19;67;
Per Brahegymnasiet RO 2;80686587;Jönköping;0680;Kommunal;Jönköping;2120000530;331;115;121;95;72;34;77;
Per Brahegymnasiet RO 3;72232853;Jönköping;0680;Kommunal;Jönköping;2120000530;271;85;93;93;79;10;74;
Per Brahegymnasiet RO4;78986011;Jönköping;0680;Kommunal;Jönköping;2120000530;284;97;96;91;61;39;62;
Praktiska Gymnasiet Jönköping;17849518;Jönköping;0680;Enskild;Praktiska Sverige AB;5562575786;162;76;43;43;15;36;31;
Sandagymnasiet RO 1 Ny fr lå 17/18;64205087;Jönköping;0680;Kommunal;Jönköping;2120000530;382;127;128;127;50;17;70;
Sandagymnasiet RO 2 Ny fr lå 17/18;50500028;Jönköping;0680;Kommunal;Jönköping;2120000530;191;64;64;63;62;21;71;
Sandagymnasiet RO 4 Ny fr lå 17/18;94570025;Jönköping;0680;Kommunal;Jönköping;2120000530;171;54;50;67;45;25;83;
Sandagymnasiet RO 5;91984508;Jönköping;0680;Kommunal;Jönköping;2120000530;362;110;127;125;44;34;50;
Tenhults naturbruksgymnasium;78659008;Jönköping;0680;Region;Region Jönköpings Län;2321000057;209;71;74;64;78;6;45;
Thoren Business School Jönköping;66151516;Jönköping;0680;Enskild;Thorengruppen AB;5566139290;50;22;28;.;44;36;54;
Vettergymnasiet Jönköping;12448823;Jönköping;0680;Enskild;Wetterbygdens Gymnasium AB;5567507420;60;32;7;21;33;60;27;
Furuhed 3;73008905;Kalix;2514;Kommunal;Kalix;2120002692;166;57;52;57;58;8;52;
Furuhedsskolan 1;40667807;Kalix;2514;Kommunal;Kalix;2120002692;192;75;65;52;49;26;44;
Furuhedsskolan 2;18091973;Kalix;2514;Kommunal;Kalix;2120002692;207;68;69;70;29;10;45;
Calmare Internationella Skola;88466776;Kalmar;0880;Enskild;CIS Kalmar AB;5565896213;255;129;68;58;55;26;69;
Dag Hammarskjöld Gymnasiet;36539945;Kalmar;0880;Enskild;Stiftelsen Kalmar Waldorfskola;8324012288;16;7;6;3;88;..;..;
Fria Läroverken i Kalmar;40634612;Kalmar;0880;Enskild;Gymnasieskolor i Syd AB;5569306979;185;71;59;55;38;26;50;
Jenny Nyströmskolan 1 HT, RL, IM;62439199;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;168;62;66;40;57;40;35;
Jenny Nyströmskolan 2 ES, NA;66132676;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;312;88;108;116;74;28;63;
Jenny Nyströmskolan 4 BF, VO;80762863;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;202;67;66;69;74;36;35;
Lars Kaggskolan 1 NA, HV;77688926;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;351;128;110;113;66;22;73;
Lars Kaggskolan 2 TE, VF;14508922;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;407;134;140;133;23;22;71;
Lars Kaggskolan 3 IM;89409574;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;106;56;39;11;41;78;16;
Lars Kaggskolan 4 BA, EE, FT;69629086;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;414;140;146;128;6;15;47;
Naturbruksgymnasiet Kalmar 1;88624631;Kalmar;0880;Enskild;Hushållningssällskapet Kalmar-Kronoberg-Blekinge;2620000071;127;39;47;41;72;9;46;
Naturbruksgymnasiet Kalmar 2;35390185;Kalmar;0880;Enskild;Hushållningssällskapet Kalmar-Kronoberg-Blekinge;2620000071;41;15;12;14;..;..;44;
Praktiska Gymnasiet Kalmar;31657916;Kalmar;0880;Enskild;Praktiska Sverige AB;5562575786;150;63;51;36;37;37;25;
Stagneliusskolan 1 SA-M, SA-A, HA-A, IM-A;21008461;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;169;50;56;63;58;10;65;
Stagneliusskolan 2 EK;54606928;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;462;151;152;159;50;18;66;
Stagneliusskolan 3 SA-L, SA-R;53893730;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;217;60;79;78;51;10;62;
Stagneliusskolan 4 HA, SA-B, SA-S;83732494;Kalmar;0880;Kommunal;Kalmarsunds Gymnasieförbund;8324016453;409;141;141;127;68;23;56;
SYAB Transportgymnasium;46241804;Kalmar;0880;Enskild;SYAB Transportgymnasium AB;5567290035;105;40;35;30;39;..;41;
Vuxenutbildningen i Karlsborg och Karlsborgs gymnasieskola;55870331;Karlsborg;1446;Kommunal;Karlsborg;2120001629;11;4;5;2;..;..;..;
Fria Läroverken i Karlshamn;42573391;Karlshamn;1082;Enskild;Gymnasieskolor i Syd AB;5569306979;131;48;42;41;56;27;44;
Vägga gymnasieskola 1b;21673083;Karlshamn;1082;Kommunal;Karlshamn;2120000845;76;37;24;15;43;61;21;
Vägga gymnasieskola 2;64574972;Karlshamn;1082;Kommunal;Karlshamn;2120000845;299;113;105;81;73;23;53;
Vägga gymnasieskola 3;19741742;Karlshamn;1082;Kommunal;Karlshamn;2120000845;329;130;100;99;40;18;58;
Vägga gymnasieskola 4;29032715;Karlshamn;1082;Kommunal;Karlshamn;2120000845;345;116;103;126;33;28;58;
Karlskoga Idrottsgymnasium;45830583;Karlskoga;1883;Enskild;Karlskoga Idrottsgymnasium AB;5567823611;63;24;19;20;57;..;59;
Möckelngymnasiet Ro 2;48931433;Karlskoga;1883;Kommunal;Karlskoga;2120001991;329;133;99;97;58;35;62;
Möckelngymnasiet Ro 3;97270136;Karlskoga;1883;Kommunal;Karlskoga;2120001991;229;79;60;90;57;48;23;
Möckelngymnasiet Ro 4;19909435;Karlskoga;1883;Kommunal;Karlskoga;2120001991;242;85;82;75;17;11;52;
af Chapmangymnasiet;30530571;Karlskrona;1080;Kommunal;Karlskrona;2120000829;771;285;236;250;60;15;70;
Aspero Idrottsgymn. Karlskrona;78839208;Karlskrona;1080;Enskild;Aspero Friskolor AB;5566363973;246;85;82;79;52;7;81;
Ehrensvärdska gymnasiet;96024712;Karlskrona;1080;Kommunal;Karlskrona;2120000829;679;238;235;206;51;29;71;
Fischerströmska gymnasiet;36845597;Karlskrona;1080;Kommunal;Karlskrona;2120000829;145;98;32;15;38;57;33;
Törnströmska gymnasiet;85800840;Karlskrona;1080;Kommunal;Karlskrona;2120000829;630;219;214;197;29;12;57;
Fria Läroverken Karlstad;27115998;Karlstad;1780;Enskild;Fria Läroverken i Sverige AB;5569172041;602;201;197;204;45;11;65;
Karlstads Globala Gymnasium;54399371;Karlstad;1780;Enskild;Global bildning AB;5592340144;359;178;94;87;57;33;63;
KLARA Teoretiska Gymnasium Karlstad;79516949;Karlstad;1780;Enskild;KLARA Gymnasium Kunskap AB;5566303938;31;31;.;.;42;42;58;
Lillerudsgymnasiet;65662401;Karlstad;1780;Enskild;Lillerudsgymnasiet AB;5566243548;280;105;91;84;85;6;58;
Nobelgymnasiet 1;55654062;Karlstad;1780;Kommunal;Karlstad;2120001850;130;46;52;32;13;52;26;
Nobelgymnasiet 2;82378820;Karlstad;1780;Kommunal;Karlstad;2120001850;343;124;119;100;63;9;47;
Nobelgymnasiet 3;79909954;Karlstad;1780;Kommunal;Karlstad;2120001850;285;96;97;92;11;9;56;
Nobelgymnasiet 4;83612768;Karlstad;1780;Kommunal;Karlstad;2120001850;200;81;68;51;51;32;37;
NTI Gymnasiet Karlstad;41867682;Karlstad;1780;Enskild;NTI Gymnasiet Ellips AB;5565970471;209;87;69;53;10;27;54;
Praktiska Gymnasiet Karlstad;38645259;Karlstad;1780;Enskild;Praktiska Sverige AB;5562575786;305;126;98;81;36;29;31;
Realgymnasiet Karlstad;59571562;Karlstad;1780;Enskild;Lärande i Sverige AB;5565715892;32;32;.;.;100;..;53;
Sundsta-Älvkullegymnasiet 1;99147574;Karlstad;1780;Kommunal;Karlstad;2120001850;358;126;136;96;59;25;84;
Sundsta-Älvkullegymnasiet 2;42168219;Karlstad;1780;Kommunal;Karlstad;2120001850;498;170;163;165;27;12;80;
Sundsta-Älvkullegymnasiet 4;89630390;Karlstad;1780;Kommunal;Karlstad;2120001850;506;168;170;168;69;13;78;
Sundsta-Älvkullegymnasiet 5;65637648;Karlstad;1780;Kommunal;Karlstad;2120001850;350;118;119;113;70;10;72;
Sundsta-Älvkullegymnasiet 6;62272121;Karlstad;1780;Kommunal;Karlstad;2120001850;112;34;40;38;63;13;64;
Thoren Business School Karlstad;87207941;Karlstad;1780;Enskild;Thorengruppen AB;5566139290;285;88;97;100;42;41;48;
Tingvallagymnasiet 1;73235474;Karlstad;1780;Kommunal;Karlstad;2120001850;468;158;150;160;53;21;65;
Tingvallagymnasiet 2;56249605;Karlstad;1780;Kommunal;Karlstad;2120001850;280;120;68;92;74;40;38;
Duveholmsgymnasiet 1;23836342;Katrineholm;0483;Kommunal;Katrineholm;2120000340;256;90;81;85;64;34;55;
Duveholmsgymnasiet 3;10193789;Katrineholm;0483;Kommunal;Katrineholm;2120000340;28;17;7;4;39;..;..;
Duveholmsgymnasiet 4;79471219;Katrineholm;0483;Kommunal;Katrineholm;2120000340;151;52;36;63;46;85;11;
Katrineholms Tekniska College 1;63791419;Katrineholm;0483;Kommunal;Katrineholm;2120000340;306;93;102;111;49;43;40;
Katrineholms Tekniska College 2;39805497;Katrineholm;0483;Kommunal;Katrineholm;2120000340;293;106;96;91;12;18;54;
Lindengymnasiet;38400227;Katrineholm;0483;Kommunal;Katrineholm;2120000340;399;139;129;131;50;36;40;
IM;58943570;Kil;1715;Kommunal;Kil;2120001751;22;10;10;2;..;..;..;
Lapplands Gymnasium Kiruna enh. 1;53630885;Kiruna;2584;Kommunal;Lapplands Kommunalförbund;2220000760;208;81;69;58;60;28;50;
Lapplands Gymnasium Kiruna enh. 2;53048977;Kiruna;2584;Kommunal;Lapplands Kommunalförbund;2220000760;255;103;88;64;42;11;53;
Lapplands Gymnasium Kiruna enh. 3;53131149;Kiruna;2584;Kommunal;Lapplands Kommunalförbund;2220000760;253;85;89;79;47;11;43;
Rymdgymnasiet;90006712;Kiruna;2584;Enskild;Malmens Friskola AB;5565528022;97;35;30;32;39;..;75;
Flygteknikcenter, Ljungbyhed;43649848;Klippan;1276;Kommunal;Klippan;2120000928;71;24;22;25;23;20;63;
Segragymnasiet Klippan;75344502;Klippan;1276;Enskild;Sveriges Naturbruksgymnasium AB;5569162562;124;46;38;40;75;..;46;
Tegelbruksskolan;84247499;Klippan;1276;Kommunal;Klippan;2120000928;387;156;122;109;14;14;31;
Åbyskolan;27041885;Klippan;1276;Kommunal;Klippan;2120000928;491;200;150;141;55;42;38;
Sjögrenska gymnasiet;97064126;Knivsta;0330;Kommunal;Knivsta;2120003013;99;35;32;32;44;77;18;
Räddningsgymnasiet Sandö;38233622;Kramfors;2282;Kommunal;Kramfors;2120002429;71;19;20;32;51;15;70;
Ådalsskolan 1;48156011;Kramfors;2282;Kommunal;Kramfors;2120002429;190;53;69;68;59;27;54;
Ådalsskolan 2;48722826;Kramfors;2282;Kommunal;Kramfors;2120002429;412;181;125;106;45;26;33;
Academy of Retail and Business (ARB);85014247;Kristianstad;1290;Enskild;Academy of Retail and Business Education Kristianstad AB;5569863433;111;30;30;51;43;30;54;
Christian 4:s Gymnasium 11;84341377;Kristianstad;1290;Kommunal;Kristianstad;2120000951;160;37;45;78;70;16;58;
Christian 4:s Gymnasium 12;20734425;Kristianstad;1290;Kommunal;Kristianstad;2120000951;152;56;45;51;71;30;38;
