Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Antal elever
Valt läsår: 2015/16

På grund av en stor ökning av antalet elever som saknar ett giltigt personnummer har redovisningen av utländsk bakgrund reviderats fr.o.m. läsåret 2015/16.
Detta innebär att elever som saknar giltigt personnummer och läser enligt programmet språkintroduktion nu räknas till elever som har utländsk bakgrund.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Antal elever skolår 1;Antal elever skolår 2;Antal elever skolår 3;Andel kvinnor (%);Andel m utl bakgr (%);Andel m högutb föräldrar (%);
Motorbranschens Tekniska gymn.;61880907;Göteborg;1480;Kommunal;Göteborg;2120001355;326;118;91;117;14;31;29;
Munkebäcksgymnasiet 1;19300363;Göteborg;1480;Kommunal;Göteborg;2120001355;132;132;.;.;40;80;23;
Munkebäcksgymnasiet 2;79729526;Göteborg;1480;Kommunal;Göteborg;2120001355;239;43;83;113;65;19;55;
NTI Mediegymnasiet;97382366;Göteborg;1480;Enskild;Nordens Teknikerinstitut Aktiebolag (Nti);5561203679;311;91;107;113;67;14;57;
NTI-gymnasiet Kronhusgatan;35006050;Göteborg;1480;Enskild;Nordens Teknikerinstitut Aktiebolag (Nti);5561203679;359;148;117;94;13;20;55;
Peabskolan Göteborg;88886610;Göteborg;1480;Enskild;Peabskolan AB;5564427432;112;42;31;39;..;27;35;
Plusgymnasiet i Göteborg;10638939;Göteborg;1480;Enskild;Plusgymnasiet AB;5565789129;302;101;109;92;67;34;39;
Polhemsgymnasiet 1;21505555;Göteborg;1480;Kommunal;Göteborg;2120001355;437;131;156;150;44;27;81;
Polhemsgymnasiet 2;34336190;Göteborg;1480;Kommunal;Göteborg;2120001355;461;161;145;155;51;15;74;
Polhemsgymnasiet 3;21052710;Göteborg;1480;Kommunal;Göteborg;2120001355;189;65;57;67;53;8;90;
Praktiska Göteborg;88556189;Göteborg;1480;Enskild;Praktiska Sverige AB;5562575786;231;97;92;42;26;43;22;
Realgymnasiet Göteborg;35236491;Göteborg;1480;Enskild;Lärande i Sverige AB;5565715892;161;70;48;43;83;11;45;
Rytmus Göteborg;69739484;Göteborg;1480;Enskild;Rytmus AB;5564648979;250;91;77;82;59;12;57;
Schillerska gymnasiet 1;92887917;Göteborg;1480;Kommunal;Göteborg;2120001355;361;144;129;88;71;19;65;
Schillerska gymnasiet 2;88834120;Göteborg;1480;Kommunal;Göteborg;2120001355;548;269;155;124;65;42;54;
Schillerska gymnasiet 3;36748805;Göteborg;1480;Kommunal;Göteborg;2120001355;92;46;36;10;59;43;28;
Sigrid Rudebecks gymnasium;19207279;Göteborg;1480;Enskild;Aktiebolaget Sigrid Rudebecks Skola;5563571248;460;169;146;145;64;12;92;
Sjölins Gymnasium Göteborg;53640774;Göteborg;1480;Enskild;Sjölins Gymnasium AB;5563758399;432;136;127;169;45;10;66;
SKF Tekniska Gymnasium;58502307;Göteborg;1480;Enskild;Skf Sverige Aktiebolag;5562408301;77;32;30;15;..;26;58;
Thoren Innovation School Göteborg;97177328;Göteborg;1480;Enskild;Thoren Innovation School AB;5568902653;231;72;76;83;6;21;52;
Älvstrandsgymnasiet;72127035;Hagfors;1783;Kommunal;Hagfors;2120001884;398;166;121;111;39;22;35;
Alléskolan 1;70969714;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;234;80;85;69;32;11;63;
Alléskolan 2;85003442;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;122;45;39;38;73;21;18;
Alléskolan 3;22752398;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;370;130;119;121;13;8;25;
Alléskolan 4;68734112;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;305;95;101;109;60;17;51;
Alléskolan 5;71922787;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;100;20;36;44;64;12;29;
Alléskolan 6;71763475;Hallsberg;1861;Kommunal;Sydnärkes utbildningsförbund;2220001180;307;201;70;36;31;70;10;
Ridsportsgymnasiet;50696507;Hallstahammar;1961;Enskild;Ridskolan Strömsholm RS AB;5566940408;87;31;32;24;97;..;57;
Aspero Idrottsgymn. Halmstad;92507006;Halmstad;1380;Enskild;Aspero Friskolor AB;5566363973;265;103;83;79;43;12;56;
Drottning Blankas Gymn. Halmstad;44653962;Halmstad;1380;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;155;71;48;36;84;28;33;
Kattegattgymnasiet 1;20100577;Halmstad;1380;Kommunal;Halmstad;2120001215;378;160;134;84;31;16;51;
Kattegattgymnasiet 2;81993306;Halmstad;1380;Kommunal;Halmstad;2120001215;268;101;75;92;9;14;63;
Kattegattgymnasiet 3;19051089;Halmstad;1380;Kommunal;Halmstad;2120001215;262;87;86;89;56;22;70;
Kattegattgymnasiet 4;29097621;Halmstad;1380;Kommunal;Halmstad;2120001215;229;83;71;75;8;18;34;
LBS Ljud & Bildskolan Halmstad;47264019;Halmstad;1380;Enskild;Ljud & Bildskolan Lbs AB;5564851649;201;78;59;64;24;13;44;
Plönningegymnasiet;83612128;Halmstad;1380;Landsting;Hallands Läns Landsting;2321000115;55;.;18;37;64;..;29;
Praktiska Halmstad;87764775;Halmstad;1380;Enskild;Praktiska Sverige AB;5562575786;163;59;56;48;53;43;18;
Sannarpsgymnasiet 1;35670336;Halmstad;1380;Kommunal;Halmstad;2120001215;292;123;65;104;75;36;39;
Sannarpsgymnasiet 2;50198492;Halmstad;1380;Kommunal;Halmstad;2120001215;292;90;88;114;59;29;55;
Sannarpsgymnasiet 3;48438396;Halmstad;1380;Kommunal;Halmstad;2120001215;232;75;80;77;52;45;66;
Sannarpsgymnasiet 4;98052678;Halmstad;1380;Kommunal;Halmstad;2120001215;38;25;13;.;42;45;34;
Sturegymnasiet 1;20099064;Halmstad;1380;Kommunal;Halmstad;2120001215;201;68;64;69;65;9;64;
Sturegymnasiet 2;44341171;Halmstad;1380;Kommunal;Halmstad;2120001215;336;218;50;68;49;56;28;
Sturegymnasiet 3;77130356;Halmstad;1380;Kommunal;Halmstad;2120001215;227;66;93;68;64;13;50;
Sturegymnasiet 4;32671805;Halmstad;1380;Kommunal;Halmstad;2120001215;59;26;23;10;76;19;22;
Berga naturbruksgymnasium;38448056;Haninge;0136;Landsting;Stockholms Läns Landsting;2321000016;99;37;33;29;77;..;38;
Fredrika Bremergymnasiet Fredrik;77815944;Haninge;0136;Kommunal;Haninge;2120000084;544;212;179;153;7;23;24;
Fredrika Bremergymnasiet Fredrika;16313848;Haninge;0136;Kommunal;Haninge;2120000084;1 422;550;446;426;51;34;46;
Fredrika Bremergymnasiet Riksäpplet;79606767;Haninge;0136;Kommunal;Haninge;2120000084;551;224;181;146;39;56;25;
Tornedalsskolan;11294673;Haparanda;2583;Kommunal;Haparanda;2120002775;263;92;94;77;38;41;30;
CLL/Gymnasieutbildningen;86212202;Heby;0331;Kommunal;Heby;2120002049;47;47;.;.;..;100;..;
Martin Koch-gymnasiet;86327236;Hedemora;2083;Kommunal;Hedemora;2120002254;329;169;59;101;35;36;28;
Campeon Frigymnasium;41745951;Helsingborg;1283;Enskild;Campeon Frigymnasium AB;5566264056;207;70;68;69;71;8;74;
Cultura Gymnasium;83137205;Helsingborg;1283;Enskild;Cultura Utbildning AB;5567127237;157;49;52;56;69;69;45;
Design & Construction College Helsingborg;28398531;Helsingborg;1283;Enskild;Hermods Aktiebolag;5560440017;320;104;90;126;53;41;36;
Drottning Blankas Gymn. Helsingborg;66335258;Helsingborg;1283;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;214;80;69;65;89;20;32;
Filbornaskolan;54172830;Helsingborg;1283;Kommunal;Helsingborg;2120001157;612;228;160;224;35;39;45;
G.O. Kompetens Transportgymnasium;86310217;Helsingborg;1283;Enskild;G.O. Kompetens Transportgymnasium AB;5566412549;107;32;35;40;24;..;21;
Helsingborgs Ridgymnasium;83085136;Helsingborg;1283;Enskild;Humeq Education AB;5565974671;134;61;43;30;97;8;43;
Helsingborgs Sportgymnasium;75458014;Helsingborg;1283;Enskild;Krisping, Stefan;6111063951;94;31;32;31;34;22;46;
Impius gymnasium;65136104;Helsingborg;1283;Enskild;Impius Utvecklings AB;5565523858;77;34;24;19;23;14;44;
International school of Hbg/Gy;61826221;Helsingborg;1283;Kommunal;Helsingborg;2120001157;141;48;48;45;48;63;59;
IT-Gymnasiet Helsingborg;79033948;Helsingborg;1283;Enskild;IT Gymnasiet Sverige AB;5565970471;187;72;61;54;8;20;50;
JENSEN Gymnasium Helsingborg;56330385;Helsingborg;1283;Enskild;Jensen Education College AB;5566358759;200;64;63;73;59;60;41;
Johannes Hedberggymnasiet;20228162;Helsingborg;1283;Enskild;Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet;8450003481;292;96;99;97;67;22;73;
LBS Ljud & Bildskolan Helsingborg;68240485;Helsingborg;1283;Enskild;Ljud & Bildskolan Lbs AB;5564851649;334;120;125;89;26;12;54;
Mega Musik gymnasium;95046058;Helsingborg;1283;Enskild;Mega Musik Gymnasieskola AB;5565956553;112;42;24;46;47;..;51;
Nicolaiskolan;44392995;Helsingborg;1283;Kommunal;Helsingborg;2120001157;575;199;229;147;59;48;38;
Olympiaskolan;53462953;Helsingborg;1283;Kommunal;Helsingborg;2120001157;653;189;248;216;48;40;54;
Praktiska Helsingborg;69241230;Helsingborg;1283;Enskild;Praktiska Sverige AB;5562575786;132;62;37;33;21;36;21;
ProCivitas Privata Gymnasium, Helsingborg;60730660;Helsingborg;1283;Enskild;ProCivitas Privata Gymnasium AB;5566157102;535;179;167;189;65;15;78;
Realgymnasiet Helsingborg;85544331;Helsingborg;1283;Enskild;Lärande i Sverige AB;5565715892;31;31;.;.;65;..;..;
Rönnowska skolan;80327946;Helsingborg;1283;Kommunal;Helsingborg;2120001157;879;325;275;279;25;26;30;
Thoren Business School Helsingborg;82592568;Helsingborg;1283;Enskild;Thorengruppen AB;5566139290;269;154;59;56;50;36;57;
Tycho Braheskolan;78875918;Helsingborg;1283;Kommunal;Helsingborg;2120001157;431;180;135;116;45;37;54;
Victum Gymnasium;78023197;Helsingborg;1283;Enskild;Victum Gymnasium Aktiebolag;5564889482;167;60;55;52;85;30;29;
Kunskapskällan;86385479;Herrljunga;1466;Kommunal;Herrljunga;2120001520;220;83;71;66;32;19;41;
Individuella programmet;53494028;Hjo;1497;Kommunal;Hjo;2120001728;18;8;3;7;56;..;..;
Björkhagsskolan, gymnasium;40991561;Hofors;2104;Kommunal;Hofors;2120002296;153;56;58;39;27;58;8;
Huddingegymnasiet;49862313;Huddinge;0126;Kommunal;Huddinge;2120000068;476;241;126;109;42;67;37;
IT-Gymnasiet Södertörn;99838438;Huddinge;0126;Enskild;IT Gymnasiet Sverige AB;5565970471;279;92;91;96;8;28;55;
Sjödalsgymnasiet;42859669;Huddinge;0126;Kommunal;Huddinge;2120000068;910;313;297;300;42;40;45;
Sågbäcksgymnasiet;70923626;Huddinge;0126;Kommunal;Huddinge;2120000068;601;303;154;144;45;59;21;
Yrkesgymnasiet Huddinge;92905347;Huddinge;0126;Enskild;Thorengruppen AB;5566139290;191;85;61;45;24;55;26;
Östra gymnasiet;99592025;Huddinge;0126;Kommunal;Huddinge;2120000068;776;310;243;223;49;36;58;
Bromangymnasiet 1;34247736;Hudiksvall;2184;Kommunal;Hudiksvall;2120002379;521;260;134;127;59;24;43;
Bromangymnasiet 2;47550455;Hudiksvall;2184;Kommunal;Hudiksvall;2120002379;561;202;177;182;39;16;47;
Bromangymnasiet 3;30329172;Hudiksvall;2184;Kommunal;Hudiksvall;2120002379;184;70;66;48;27;12;39;
Hudikgymnasiet;76877530;Hudiksvall;2184;Enskild;Hudik Friskoleutbildning AB;5566174438;90;22;31;37;62;..;31;
Hultsfreds gymnasium 1;47046103;Hultsfred;0860;Kommunal;Hultsfred;2120000712;129;30;54;45;61;21;46;
Hultsfreds gymnasium 2;56664512;Hultsfred;0860;Kommunal;Hultsfred;2120000712;251;99;78;74;45;31;27;
IM Gymnasieenhet;83501757;Hylte;1315;Kommunal;Hylte;2120001207;72;25;42;5;33;99;..;
Labora Gymnasium;43826783;Hylte;1315;Enskild;Laboraskolan AB;5566657515;12;6;3;3;..;..;..;
Traineegymnasiet;15938431;Hylte;1315;Kommunal;Hylte;2120001207;25;.;12;13;44;..;..;
Vildmarksgymnasiet;64270497;Hylte;1315;Kommunal;Hylte;2120001207;26;.;11;15;..;..;38;
Fridegårdsgymnasiet;58125096;Håbo;0305;Kommunal;Håbo;2120000241;400;197;117;86;43;23;46;
Fridegårdsgymnasiet- kämpeenheten;82914148;Håbo;0305;Kommunal;Håbo;2120000241;73;31;24;18;23;14;49;
Pihlskolan gymnasium;20620556;Hällefors;1863;Kommunal;Hällefors;2120001942;150;72;36;42;37;47;20;
Härjedalens gymnasium;17173461;Härjedalen;2361;Kommunal;Härjedalen;2120002510;182;69;44;69;41;33;28;
Härnösands gymnasium 1;55535552;Härnösand;2280;Kommunal;Härnösand;2120002403;208;154;36;18;39;60;23;
Härnösands gymnasium 3;30468157;Härnösand;2280;Kommunal;Härnösand;2120002403;374;138;129;107;51;14;67;
Härnösands gymnasium2;19560192;Härnösand;2280;Kommunal;Härnösand;2120002403;232;77;67;88;42;10;42;
Hulebäcksgymnasiet 1;98053087;Härryda;1401;Kommunal;Härryda;2120001264;261;92;88;81;31;15;43;
Hulebäcksgymnasiet 2;92533079;Härryda;1401;Kommunal;Härryda;2120001264;212;57;78;77;72;14;69;
Hulebäcksgymnasiet 3;61528940;Härryda;1401;Kommunal;Härryda;2120001264;526;191;177;158;27;16;81;
Hulebäcksgymnasiet 4;23681822;Härryda;1401;Kommunal;Härryda;2120001264;334;126;117;91;48;19;63;
Hulebäcksgymnasiet 5;66861851;Härryda;1401;Kommunal;Härryda;2120001264;402;139;141;122;61;11;70;
Hässleholms Tekniska skola;92858957;Hässleholm;1293;Kommunal;Hässleholm;2120000985;721;280;217;224;48;24;58;
Hässleholms Tekniska skola 3;18050549;Hässleholm;1293;Kommunal;Hässleholm;2120000985;187;63;65;59;70;24;69;
Jacobsskolan;46660042;Hässleholm;1293;Kommunal;Hässleholm;2120000985;480;166;156;158;37;19;28;
Norrängsskolan;33678402;Hässleholm;1293;Kommunal;Hässleholm;2120000985;40;16;11;13;..;..;..;
Ungdomscentrum;23372675;Hässleholm;1293;Kommunal;Hässleholm;2120000985;131;48;62;21;34;83;19;
Kullagymnasiet;86296935;Höganäs;1284;Kommunal;Höganäs;2120001165;489;235;124;130;34;31;49;
Högsby gymnasieskola;67783774;Högsby;0821;Kommunal;Högsby;2120000688;103;81;2;20;51;60;15;
Hörby Lärcenter, Gymnasieutb.;95324620;Hörby;1266;Kommunal;Hörby;2120001108;38;14;24;.;34;84;26;
Hörby Yrkesgymnasium;38917647;Hörby;1266;Enskild;Hörby Yrkesgymnasium AB;5568212939;70;22;25;23;26;..;..;
Gymnasieutbildningen i Höör;45101776;Höör;1267;Kommunal;Höör;2120001116;38;21;14;3;..;87;..;
Karolinaskolan;21363125;Höör;1267;Enskild;Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar;7420002045;26;10;10;6;..;..;38;
Bokenskolan;39555838;Jokkmokk;2510;Kommunal;Lapplands kommunalförbund;2220000760;123;55;31;37;45;36;40;
Didaktus Jakobsberg;85214294;Järfälla;0123;Enskild;Didaktus Skolor AB;5564732856;261;119;72;70;73;82;25;
Järfälla Vägledningsc. IMIND;23849498;Järfälla;0123;Kommunal;Järfälla;2120000043;19;19;.;.;..;58;..;
Mälargymnasiet;16254424;Järfälla;0123;Kommunal;Järfälla;2120000043;491;217;120;154;59;63;31;
NT-gymnasiet, Järfälla;17743836;Järfälla;0123;Kommunal;Järfälla;2120000043;382;139;101;142;38;54;63;
YTC Yrkestekn centrum Järfälla;89018033;Järfälla;0123;Kommunal;Järfälla;2120000043;307;113;99;95;4;26;27;
Bäckadalsgymnasiet RO 1;10317430;Jönköping;0680;Kommunal;Jönköping;2120000530;426;146;136;144;16;15;42;
Bäckadalsgymnasiet Ro 2;62147240;Jönköping;0680;Kommunal;Jönköping;2120000530;266;192;41;33;44;53;16;
Bäckadalsgymnasiet RO 3;99948872;Jönköping;0680;Kommunal;Jönköping;2120000530;389;132;143;114;8;9;30;
Erik Dahlbergsgymnasiet Ro 1;67279263;Jönköping;0680;Kommunal;Jönköping;2120000530;387;203;94;90;22;32;63;
Erik Dahlbergsgymnasiet RO 2;40037982;Jönköping;0680;Kommunal;Jönköping;2120000530;358;136;99;123;75;23;48;
Erik Dahlbergsgymnasiet RO 3;51210136;Jönköping;0680;Kommunal;Jönköping;2120000530;370;128;123;119;56;29;76;
Erik Dahlbergsgymnasiet RO 4;73829818;Jönköping;0680;Kommunal;Jönköping;2120000530;276;101;89;86;47;21;45;
Grennaskolan GY;54395430;Jönköping;0680;Enskild;Grennaskolan Riksinternat AB;5565187324;92;8;37;47;51;43;33;
JENSEN Gymnasium Jönköping;18881773;Jönköping;0680;Enskild;Jensen Education College AB;5566358759;75;17;31;27;49;36;44;
Kungsgymnasiet;50908408;Jönköping;0680;Enskild;Jönköpings Kristna Skolförening;8260017648;41;10;10;21;39;..;61;
LBS Ljud & Bildskolan Jönköping;18594470;Jönköping;0680;Enskild;Ljud & Bildskolan Lbs AB;5564851649;247;99;77;71;18;15;49;
Magelungens Gymnasium Jönköping;69271071;Jönköping;0680;Enskild;Magelungen Utveckling AB;5564891447;20;20;.;.;..;..;..;
Per Brahegymnasiet RO 1;78295411;Jönköping;0680;Kommunal;Jönköping;2120000530;406;149;162;95;61;27;57;
Per Brahegymnasiet RO 2;80686587;Jönköping;0680;Kommunal;Jönköping;2120000530;278;87;93;98;67;28;72;
Per Brahegymnasiet RO 3;72232853;Jönköping;0680;Kommunal;Jönköping;2120000530;367;122;112;133;78;11;63;
Plusgymnasiet i Jönköping;12279302;Jönköping;0680;Enskild;Plusgymnasiet AB;5565789129;321;114;127;80;71;33;28;
Praktiska Jönköping;17849518;Jönköping;0680;Enskild;Praktiska Sverige AB;5562575786;108;33;37;38;31;19;26;
Sandagymnasiet RO 1;62177293;Jönköping;0680;Kommunal;Jönköping;2120000530;488;187;165;136;45;20;53;
Sandagymnasiet RO 2;20323435;Jönköping;0680;Kommunal;Jönköping;2120000530;389;120;119;150;59;20;50;
Sandagymnasiet RO 4;46137123;Jönköping;0680;Kommunal;Jönköping;2120000530;99;34;31;34;52;20;81;
Tenhults naturbruksgymnasium;78659008;Jönköping;0680;Landsting;Jönköpings Läns Landsting;2321000057;178;70;61;47;83;6;30;
Vettergymnasiet Jönköping;12448823;Jönköping;0680;Enskild;Wetterbygdens Gymnasium AB;5567507420;41;13;16;12;27;37;34;
Furuhedsskolan 1;40667807;Kalix;2514;Kommunal;Kalix;2120002692;252;88;95;69;47;25;37;
Furuhedsskolan 2;18091973;Kalix;2514;Kommunal;Kalix;2120002692;273;97;85;91;39;7;49;
Kalix Naturbruksgymnasium;88000850;Kalix;2514;Landsting;Norrbottens Läns Landsting;2321000230;61;23;23;15;..;..;39;
Calmare Internationella Skola;88466776;Kalmar;0880;Enskild;CIS Kalmar AB;5565896213;186;56;71;59;65;22;66;
Dag Hammarskjöld Gymnasiet;36539945;Kalmar;0880;Enskild;Stiftelsen Kalmar Waldorfskola;8324012288;29;2;9;18;66;..;52;
Helgesbogymnasiet;35390185;Kalmar;0880;Enskild;Hushållningssällskapet Kalmar-Kronoberg-Blekinge;2620000071;29;8;9;12;..;..;41;
Ingelstorpgymnasiet;88624631;Kalmar;0880;Enskild;Hushållningssällskapet Kalmar-Kronoberg-Blekinge;2620000071;94;29;29;36;63;..;34;
Jenny Nyströmsskolan 1 ES;75870780;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;227;68;62;97;80;14;58;
Jenny Nyströmsskolan 2 HT, RL;12886223;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;174;60;55;59;76;21;30;
Jenny Nyströmsskolan 3 IM;99360748;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;99;99;.;.;42;100;..;
Jenny Nyströmsskolan 4 BF, HV, VO;80762863;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;231;93;77;61;75;22;32;
Jenny Nyströmsskolan 5 GYSÄR, IM;57942242;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;14;14;.;.;..;..;..;
Jenny Nyströmsskolan 6 NA;56271955;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;107;49;33;25;57;35;58;
Lars Kaggskolan 1 NA;77688926;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;234;90;72;72;56;16;76;
Lars Kaggskolan 2 EE, TE, VF;14508922;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;496;182;159;155;14;10;58;
Lars Kaggskolan 3 IM;89409574;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;174;173;.;1;27;84;6;
Lars Kaggskolan 4 BA, FT, HV;69629086;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;207;82;64;61;25;9;29;
Plusgymnasiet Kalmar;37358234;Kalmar;0880;Enskild;Plusgymnasiet AB;5565789129;97;34;31;32;94;26;30;
Praktiska Kalmar;31657916;Kalmar;0880;Enskild;Praktiska Sverige AB;5562575786;94;41;37;16;27;29;23;
Stagneliusskolan 1 SASAM, SAMED, IMIND;21008461;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;206;76;80;50;58;14;60;
Stagneliusskolan 2 EK, HA;54606928;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;298;115;104;79;59;16;58;
Stagneliusskolan 3 SABET;53893730;Kalmar;0880;Kommunal;Kalmarsunds gymnasieförbund;8324016453;421;121;158;142;51;13;54;
SYAB Transportgymnasium;46241804;Kalmar;0880;Enskild;SYAB Transportgymnasium AB;5567290035;79;21;28;30;23;..;24;
Östersjögymnasiet i Kalmar;40634612;Kalmar;0880;Enskild;Gymnasieskolor i Syd AB;5569306979;150;61;20;69;34;9;49;
Vägga gymnasieskola 1;21673083;Karlshamn;1082;Kommunal;Karlshamn;2120000845;224;86;69;69;69;37;33;
Vägga gymnasieskola 2;64574972;Karlshamn;1082;Kommunal;Karlshamn;2120000845;226;73;79;74;27;10;46;
Vägga gymnasieskola 3;19741742;Karlshamn;1082;Kommunal;Karlshamn;2120000845;220;70;76;74;48;16;51;
Vägga gymnasieskola 4;29032715;Karlshamn;1082;Kommunal;Karlshamn;2120000845;136;41;50;45;38;13;56;
Vägga gymnasieskola 5;63983100;Karlshamn;1082;Kommunal;Karlshamn;2120000845;131;43;48;40;57;24;58;
Östersjögymnasie i Karlshamn;42573391;Karlshamn;1082;Enskild;Gymnasieskolor i Syd AB;5569306979;92;39;40;13;51;16;38;
Karlskoga Idrottsgymnasium;45830583;Karlskoga;1883;Enskild;Karlskoga Idrottsgymnasium AB;5567823611;95;17;49;29;64;..;51;
Möckelngymnasiet Ro 2;48931433;Karlskoga;1883;Kommunal;Karlskoga;2120001991;355;119;123;113;63;18;53;
Möckelngymnasiet Ro 3;97270136;Karlskoga;1883;Kommunal;Karlskoga;2120001991;314;216;42;56;44;47;20;
Möckelngymnasiet Ro 4;19909435;Karlskoga;1883;Kommunal;Karlskoga;2120001991;227;81;75;71;13;12;44;
af Chapmangymnasiet;30530571;Karlskrona;1080;Kommunal;Karlskrona;2120000829;644;224;240;180;62;16;55;
Aspero Idrottsgymn. Karlskrona;78839208;Karlskrona;1080;Enskild;Aspero Friskolor AB;5566363973;170;73;48;49;38;9;70;
Ehrensvärdska gymnasiet;96024712;Karlskrona;1080;Kommunal;Karlskrona;2120000829;495;190;170;135;49;19;67;
Fischerströmska gymnasiet;36845597;Karlskrona;1080;Kommunal;Karlskrona;2120000829;180;116;48;16;31;73;19;
Mikael Elias Gymnasium, Karlskrona;30458073;Karlskrona;1080;Enskild;Mikael Elias Gymnasium AB;5565583282;128;30;23;75;72;16;66;
Praktiska Karlskrona;40829056;Karlskrona;1080;Enskild;Praktiska Sverige AB;5562575786;82;34;22;26;45;22;28;
Törnströmska gymnasiet;85800840;Karlskrona;1080;Kommunal;Karlskrona;2120000829;471;165;130;176;24;7;57;
Folkuniversitetets gymnasium i Karlstad;68920727;Karlstad;1780;Enskild;Folkuniversitetet Stiftelsen Kursver Ksamheten Vid Göteborgs Universitet;8572006313;146;70;33;43;91;12;49;
Fria Läroverken Karlstad;27115998;Karlstad;1780;Enskild;Fria Läroverken i Sverige AB;5569172041;461;188;138;135;48;9;49;
IT-Gymnasiet Karlstad;41867682;Karlstad;1780;Enskild;IT Gymnasiet Sverige AB;5565970471;67;39;22;6;..;..;58;
Klara Gymnasium Karlstad;79516949;Karlstad;1780;Enskild;Klaragymnasium AB;5566303938;289;89;96;104;55;20;60;
Lillerudsgymnasiet;65662401;Karlstad;1780;Enskild;Lillerudsgymnasiet AB;5566243548;224;80;65;79;81;5;38;
Nobelgymnasiet;39583059;Karlstad;1780;Kommunal;Karlstad;2120001850;1 126;427;373;326;37;27;31;
Plusgymnasiet Karlstad;93947551;Karlstad;1780;Enskild;Plusgymnasiet AB;5565789129;65;.;28;37;82;..;38;
Praktiska Karlstad;38645259;Karlstad;1780;Enskild;Praktiska Sverige AB;5562575786;153;52;59;42;44;12;36;
Sundstagymnasiet;96684210;Karlstad;1780;Kommunal;Karlstad;2120001850;905;270;302;333;69;12;66;
Thoren Business School Karlstad;87207941;Karlstad;1780;Enskild;Thorengruppen AB;5566139290;224;89;72;63;60;22;54;
Tingvallagymnasiet;11673760;Karlstad;1780;Kommunal;Karlstad;2120001850;733;269;231;233;67;16;49;
Älvkullegymnasiet;46574937;Karlstad;1780;Kommunal;Karlstad;2120001850;1 009;353;369;287;39;15;80;
Duveholmsgymnasiet 1;23836342;Katrineholm;0483;Kommunal;Katrineholm;2120000340;352;115;132;105;58;40;44;
Duveholmsgymnasiet 2;36680378;Katrineholm;0483;Kommunal;Katrineholm;2120000340;45;34;4;7;36;39;..;
Ellwynska skolan;30602363;Katrineholm;0483;Kommunal;Katrineholm;2120000340;145;68;45;32;70;41;29;
Katrineholms Tekniska College 1;63791419;Katrineholm;0483;Kommunal;Katrineholm;2120000340;244;91;82;71;25;31;56;
Katrineholms Tekniska College 2;39805497;Katrineholm;0483;Kommunal;Katrineholm;2120000340;174;63;51;60;7;21;26;
Lindengymnasiet;38400227;Katrineholm;0483;Kommunal;Katrineholm;2120000340;335;136;100;99;53;18;35;
Allhamra Gymnasieskola;94660328;Kinda;0513;Kommunal;Kinda;2120000399;47;22;24;1;36;79;..;
Hjalmar Lundbohmsskolan enh. 1;81619482;Kiruna;2584;Kommunal;Lapplands kommunalförbund;2220000760;325;105;110;110;62;8;60;
Hjalmar Lundbohmsskolan enh. 2;83829189;Kiruna;2584;Kommunal;Lapplands kommunalförbund;2220000760;163;57;58;48;34;10;29;
Hjalmar Lundbohmsskolan enh. 3;46145886;Kiruna;2584;Kommunal;Lapplands kommunalförbund;2220000760;189;64;59;66;35;5;43;
Hjalmar Lundbohmsskolan enh. 4;12395564;Kiruna;2584;Kommunal;Lapplands kommunalförbund;2220000760;69;26;30;13;41;48;..;
Rymdgymnasiet;90006712;Kiruna;2584;Enskild;Malmens Friskola AB;5565528022;92;32;33;27;37;16;68;
Flygteknikcenter, Ljungbyhed;43649848;Klippan;1276;Kommunal;Klippan;2120000928;67;24;21;22;..;19;49;
Introduktionsprogrammet;39149668;Klippan;1276;Kommunal;Klippan;2120000928;106;55;39;12;42;42;9;
